PROJECT,CLASS,COMPLEXITY
spring-amqp-samples,AmqpLogMessageConverter,6
spring-amqp-samples,AmqpLogMessageListener,4
spring-amqp-samples,AmqpLogMessageListener,4
spring-amqp-samples,AbstractService,4
spring-amqp-samples,AppServiceController,24
spring-amqp-samples,LogsController,7
spring-amqp-samples,SpringBootAmqpAppenderApplication,3
spring-amqp-samples,RabbitMQTutorialsApplication,4
spring-amqp-samples,RabbitMQTutorialsRunner,1
spring-amqp-samples,Tut1Config,3
spring-amqp-samples,Tut1Receiver,1
spring-amqp-samples,Tut1Sender,1
spring-amqp-samples,Tut2Config,2
spring-amqp-samples,Tut2Config,2
spring-amqp-samples,Tut2Receiver,4
spring-amqp-samples,Tut2Sender,3
spring-amqp-samples,Tut3Config,2
spring-amqp-samples,Tut3Config,2
spring-amqp-samples,Tut3Receiver,5
spring-amqp-samples,Tut3Sender,3
spring-amqp-samples,Tut4Config,2
spring-amqp-samples,Tut4Config,2
spring-amqp-samples,Tut4Receiver,5
spring-amqp-samples,Tut4Sender,2
spring-amqp-samples,Tut5Config,2
spring-amqp-samples,Tut5Config,2
spring-amqp-samples,Tut5Receiver,5
spring-amqp-samples,Tut5Sender,2
spring-amqp-samples,Tut6Client,1
spring-amqp-samples,Tut6Config,0
spring-amqp-samples,Tut6Config,0
spring-amqp-samples,Tut6Server,4
spring-amqp-samples,RabbitClientConfiguration,8
spring-amqp-samples,AbstractStockAppRabbitConfiguration,5
spring-amqp-samples,RabbitServerConfiguration,2
spring-amqp-samples,TradeRequest,18
spring-amqp-samples,TradeResponse,21
spring-amqp-samples,Stock,7
spring-amqp-samples,Quote,11
spring-amqp-samples,RabbitStockServiceGateway,4
spring-amqp-samples,RabbitMarketDataGateway,3
spring-amqp-samples,RabbitMarketDataGateway,3
spring-amqp-samples,ClientHandler,4
spring-amqp-samples,ServerHandler,3
spring-amqp-samples,CreditCheckServiceStub,1
spring-amqp-samples,ExecutionVenueServiceStub,5
spring-amqp-samples,TradingServiceStub,1
spring-amqp-samples,StockController,8
spring-amqp-samples,StockPanel,11
spring-amqp-samples,QuoteController,15
spring-amqp-samples,QuoteController,15
spring-data-graph-examples,App,1
spring-data-graph-examples,World,7
spring-data-graph-examples,WorldCounter,1
spring-data-graph-examples,WorldRepositoryImpl,5
spring-data-graph-examples,Actor,7
spring-data-graph-examples,ImdbSearchEngineImpl,17
spring-data-graph-examples,ImdbServiceImpl,14
spring-data-graph-examples,Lookup,14
spring-data-graph-examples,Movie,7
spring-data-graph-examples,Role,5
spring-data-graph-examples,ActorData,3
spring-data-graph-examples,ImdbParser,40
spring-data-graph-examples,ImdbReaderImpl,5
spring-data-graph-examples,MovieData,3
spring-data-graph-examples,RoleData,3
spring-data-graph-examples,ActorFindControllerDelegate,6
spring-data-graph-examples,ActorFindControllerDelegate,6
spring-data-graph-examples,MovieInfo,8
spring-data-graph-examples,ActorForm,2
spring-data-graph-examples,ActorInfo,8
spring-data-graph-examples,FindController,3
spring-data-graph-examples,ImdbSetupControllerDelegate,2
spring-data-graph-examples,MovieFindControllerDelegate,4
spring-data-graph-examples,MovieFindControllerDelegate,4
spring-data-graph-examples,ActorInfo,8
spring-data-graph-examples,MovieForm,2
spring-data-graph-examples,MovieInfo,8
spring-data-graph-examples,SetupController,2
spring-data-graph-examples,RestaurantDao,5
spring-data-graph-examples,UserAccountDao,7
spring-data-graph-examples,Restaurant,13
spring-data-graph-examples,UserAccount,16
spring-data-graph-examples,BaseApplicationController,5
spring-data-graph-examples,RestaurantController,11
spring-data-graph-examples,SignUpController,15
spring-data-graph-examples,RestaurantRepository,6
spring-data-graph-examples,UserAccountRepository,12
spring-data-graph-examples,RatedRestaurant,4
spring-data-graph-examples,Recommendation,6
spring-data-graph-examples,Restaurant,13
spring-data-graph-examples,TopRatedRestaurantFinder,2
spring-data-graph-examples,TopRatedRestaurantFinder,2
spring-data-graph-examples,TopRatedRestaurantFinder,2
spring-data-graph-examples,TopRatedRestaurantTraverser,5
spring-data-graph-examples,UserAccount,25
spring-data-graph-examples,BaseApplicationController,7
spring-data-graph-examples,FriendController,16
spring-data-graph-examples,FriendFormBean,4
spring-data-graph-examples,RatedRestaurantBean,9
spring-data-graph-examples,RecommendationController,19
spring-data-graph-examples,RecommendationFormBean,10
spring-data-graph-examples,RestaurantController,11
spring-data-graph-examples,SignUpController,15
spring-data-graph-examples,TopNController,5
greenhouse-android,AuthorizeActivity,4
greenhouse-android,SignInActivity,12
greenhouse-android,SignInActivity,12
greenhouse-android,EventDescriptionActivity,3
greenhouse-android,EventDetailsActivity,9
greenhouse-android,EventTweetsActivity,1
greenhouse-android,EventTweetsActivity,1
greenhouse-android,EventsActivity,10
greenhouse-android,EventsActivity,10
greenhouse-android,EventsActivityGroup,5
greenhouse-android,EventsListAdapter,8
greenhouse-android,EventSessionDescriptionActivity,4
greenhouse-android,EventSessionDetailsActivity,12
greenhouse-android,EventSessionDetailsActivity,12
greenhouse-android,EventSessionRatingActivity,15
greenhouse-android,EventSessionRatingActivity,15
greenhouse-android,EventSessionTweetsActivity,1
greenhouse-android,EventSessionTweetsActivity,1
greenhouse-android,EventSessionsByDayActivity,3
greenhouse-android,EventSessionsByDayActivity,3
greenhouse-android,EventSessionsConferenceFavoritesActivity,1
greenhouse-android,EventSessionsConferenceFavoritesActivity,1
greenhouse-android,EventSessionsCurrentActivity,1
greenhouse-android,EventSessionsCurrentActivity,1
greenhouse-android,EventSessionsFilteredActivity,6
greenhouse-android,EventSessionsListActivity,7
greenhouse-android,EventSessionsListAdapter,8
greenhouse-android,EventSessionsMyFavoritesActivity,1
greenhouse-android,EventSessionsMyFavoritesActivity,1
greenhouse-android,EventSessionsScheduleActivity,6
greenhouse-android,EventSessionsUpcomingActivity,1
greenhouse-android,EventSessionsUpcomingActivity,1
greenhouse-android,AbstractGreenhouseActivity,15
greenhouse-android,AbstractGreenhouseListActivity,15
greenhouse-android,InfoActivity,2
greenhouse-android,MainActivity,3
greenhouse-android,MainApplication,19
greenhouse-android,MainTabWidget,1
greenhouse-android,ProgressAsyncTask,9
greenhouse-android,ProfileActivity,10
greenhouse-android,ProfileActivity,10
greenhouse-android,ProfileActivity,10
greenhouse-android,PostTweetActivity,12
greenhouse-android,PostTweetActivity,12
greenhouse-android,TweetDetailsActivity,14
greenhouse-android,TweetDetailsActivity,14
greenhouse-android,TweetsListActivity,11
greenhouse-android,TweetsListAdapter,7
greenhouse-android,AbstractGreenhouseOperations,7
greenhouse-android,EventMixin,1
greenhouse-android,EventSessionMixin,1
greenhouse-android,EventTemplate,3
greenhouse-android,GreenhouseModule,2
greenhouse-android,GreenhouseProfileMixin,1
greenhouse-android,GreenhouseTemplate,9
greenhouse-android,GroupMixin,1
greenhouse-android,LeaderMixin,1
greenhouse-android,RoomMixin,1
greenhouse-android,SessionTemplate,6
greenhouse-android,TimeZoneMixin,1
greenhouse-android,TweetFeedMixin,1
greenhouse-android,TweetMixin,1
greenhouse-android,TweetTemplate,9
greenhouse-android,UserTemplate,5
greenhouse-android,VenueMixin,1
greenhouse-android,Event,20
greenhouse-android,EventSession,16
greenhouse-android,GreenhouseProfile,6
greenhouse-android,Group,2
greenhouse-android,Leader,4
greenhouse-android,Room,4
greenhouse-android,TimeZone,2
greenhouse-android,Tweet,9
greenhouse-android,TweetFeed,5
greenhouse-android,Venue,7
greenhouse-android,GreenhouseAdapter,5
greenhouse-android,GreenhouseConnectionFactory,2
greenhouse-android,GreenhouseOAuth2Template,1
greenhouse-android,GreenhouseServiceProvider,4
Spring-Integration-in-Action,ExecutionsToMailTransformer,1
Spring-Integration-in-Action,JobExecutionsRouter,2
Spring-Integration-in-Action,JobRestart,1
Spring-Integration-in-Action,Notification,5
Spring-Integration-in-Action,Payment,8
Spring-Integration-in-Action,PaymentChunkListener,2
Spring-Integration-in-Action,PaymentFieldSetMapper,1
Spring-Integration-in-Action,StubJavaMailSender,12
Spring-Integration-in-Action,PaymentWriter,2
Spring-Integration-in-Action,FileMessageToJobRequest,3
Spring-Integration-in-Action,EmailHeaderEnricher,3
Spring-Integration-in-Action,Flight,15
Spring-Integration-in-Action,FlightDelayEmailGenerator,1
Spring-Integration-in-Action,FlightDelayEvent,2
Spring-Integration-in-Action,FlightEventTransformer,2
Spring-Integration-in-Action,NotificationDemo,1
Spring-Integration-in-Action,SimpleFlightStatusService,1
Spring-Integration-in-Action,Profile,2
Spring-Integration-in-Action,PassengerProfileEnricher,4
Spring-Integration-in-Action,Passenger,4
Spring-Integration-in-Action,AssembledCar,2
Spring-Integration-in-Action,AssemblyLine,2
Spring-Integration-in-Action,Counter,3
Spring-Integration-in-Action,FinishedCar,2
Spring-Integration-in-Action,PaintShop,2
Spring-Integration-in-Action,PieceKit,2
Spring-Integration-in-Action,JodaDateTimeAdapter,2
Spring-Integration-in-Action,CancellationConfirmation,4
Spring-Integration-in-Action,CancellationRequest,3
Spring-Integration-in-Action,CancellationRequest,3
Spring-Integration-in-Action,StubCancellationsService,1
Spring-Integration-in-Action,CarRental,11
Spring-Integration-in-Action,CarRentalBooking,5
Spring-Integration-in-Action,CarRentalQuote,3
Spring-Integration-in-Action,CarCriteria,2
Spring-Integration-in-Action,Flight,6
Spring-Integration-in-Action,FlightBooking,4
Spring-Integration-in-Action,FlightQuote,3
Spring-Integration-in-Action,FlightSchedule,4
Spring-Integration-in-Action,FlightCriteria,4
Spring-Integration-in-Action,Hotel,1
Spring-Integration-in-Action,HotelBooking,9
Spring-Integration-in-Action,HotelQuote,5
Spring-Integration-in-Action,HotelCriteria,4
Spring-Integration-in-Action,SmsNotifiable,1
Spring-Integration-in-Action,FlightNotification,6
Spring-Integration-in-Action,TripNotification,3
Spring-Integration-in-Action,PaymentManager,3
Spring-Integration-in-Action,PaymentSettlement,2
Spring-Integration-in-Action,CreditCardPayment,8
Spring-Integration-in-Action,FinancialAmount,10
Spring-Integration-in-Action,Location,8
Spring-Integration-in-Action,BookedLeg,12
Spring-Integration-in-Action,BookedTrip,2
Spring-Integration-in-Action,CreateTripCommand,2
Spring-Integration-in-Action,TripQuoteRequest,4
Spring-Integration-in-Action,TripRepository,1
Spring-Integration-in-Action,Leg,20
Spring-Integration-in-Action,LegQuoteCommand,10
Spring-Integration-in-Action,Trip,2
Spring-Integration-in-Action,CancellationRequestFilter,2
Spring-Integration-in-Action,NotificationsRouter,4
Spring-Integration-in-Action,FlightToTripNotificationsSplitter,1
Spring-Integration-in-Action,RelatedTripsHeaderEnricher,2
Spring-Integration-in-Action,LegQuoteAggregator,1
Spring-Integration-in-Action,PaymentSettlementRouter,4
Spring-Integration-in-Action,BookingReportingService,1
Spring-Integration-in-Action,BookingServiceWithInjection,3
Spring-Integration-in-Action,BookingServiceWithStrongCoupling,3
Spring-Integration-in-Action,Booking,2
Spring-Integration-in-Action,BookingService,2
Spring-Integration-in-Action,MealPreference,4
Spring-Integration-in-Action,MealPreferenceRequestTransformer,1
Spring-Integration-in-Action,SimpleBookingDao,1
Spring-Integration-in-Action,HelloWorldExample,1
Spring-Integration-in-Action,MyHelloService,1
Spring-Integration-in-Action,HelloWorldExample,1
Spring-Integration-in-Action,MyHelloService,1
Spring-Integration-in-Action,GroceryBag,3
Spring-Integration-in-Action,Amount,11
Spring-Integration-in-Action,Ingredient,10
Spring-Integration-in-Action,Product,3
Spring-Integration-in-Action,ShoppingList,5
Spring-Integration-in-Action,AmountConverter,6
Spring-Integration-in-Action,Recipe,13
Spring-Integration-in-Action,Grocery,2
Spring-Integration-in-Action,Meal,4
Spring-Integration-in-Action,Meat,2
Spring-Integration-in-Action,Vegetable,2
Spring-Integration-in-Action,Cupboard,2
Spring-Integration-in-Action,Cook,5
Spring-Integration-in-Action,ShoppingListWriter,2
Spring-Integration-in-Action,Butcher,2
Spring-Integration-in-Action,GreenGrocer,2
Spring-Integration-in-Action,Supermarket,2
Spring-Integration-in-Action,ChannelAdapterDemo,1
Spring-Integration-in-Action,DirectJmsDemo,3
Spring-Integration-in-Action,Exclaimer,1
Spring-Integration-in-Action,GatewayDemo,1
Spring-Integration-in-Action,Greeter,1
Spring-Integration-in-Action,JmsTemplateDemo,1
Spring-Integration-in-Action,MessageDrivenPojoDemo,1
Spring-Integration-in-Action,MessageListenerContainerDemo,4
Spring-Integration-in-Action,CustomerPriorityComparator,1
Spring-Integration-in-Action,Email,5
Spring-Integration-in-Action,ChargedBooking,3
Spring-Integration-in-Action,AuditRecord,2
Spring-Integration-in-Action,AuditService,2
Spring-Integration-in-Action,BillForBookingService,1
Spring-Integration-in-Action,Booking,5
Spring-Integration-in-Action,ChannelAuditor,2
Spring-Integration-in-Action,Seat,2
Spring-Integration-in-Action,SeatAvailabilityService,1
Spring-Integration-in-Action,SeatConfirmation,3
Spring-Integration-in-Action,StubEmailConfirmationService,3
Spring-Integration-in-Action,ControlBusDemo,1
Spring-Integration-in-Action,FilePoller,3
Spring-Integration-in-Action,GroovyControlBusDemo,1
Spring-Integration-in-Action,NumberHolder,3
Spring-Integration-in-Action,HistoryDemo1,1
Spring-Integration-in-Action,HistoryDemo2,1
Spring-Integration-in-Action,JmxDemo,2
Spring-Integration-in-Action,Debit,4
Spring-Integration-in-Action,DebitService,1
Spring-Integration-in-Action,WireTapDemo,1
Spring-Integration-in-Action,ChangeFileNameGenerator,2
Spring-Integration-in-Action,EditableText,7
Spring-Integration-in-Action,RefuseWrittenByThisProcess,2
Spring-Integration-in-Action,TextChanges,2
Spring-Integration-in-Action,TextChanges,2
Spring-Integration-in-Action,TextChanges,2
Spring-Integration-in-Action,TextChanges,2
Spring-Integration-in-Action,SearchAnalysis,1
Spring-Integration-in-Action,SearchResultAnalzyer,1
Spring-Integration-in-Action,SearchToLog,1
Spring-Integration-in-Action,TimelineToLog,1
spring-plugin,PluginListDefinitionParser,4
spring-plugin,PluginNamespaceHandler,1
spring-plugin,PluginRegistriesBeanDefinitionRegistrar,4
spring-plugin,PluginRegistryDefinitionParser,1
spring-plugin,OrderAwarePluginRegistry,9
spring-plugin,PluginRegistrySupport,7
spring-plugin,SimplePluginRegistry,25
spring-plugin,AbstractTypeAwareSupport,7
spring-plugin,AbstractTypeAwareSupport,7
spring-plugin,BeanListFactoryBean,3
spring-plugin,PluginRegistryFactoryBean,3
spring-plugin,AbstractMetadataBasedPlugin,3
spring-plugin,SimplePluginMetadata,8
spring-webflow-issues,FileUploadBean,1
spring-webflow-issues,MyModel,4
spring-webflow-issues,Label,7
spring-webflow-issues,JpaBookingService,15
spring-webflow-issues,ReferenceData,10
spring-webflow-issues,Booking,37
spring-webflow-issues,Hotel,18
spring-webflow-issues,User,9
spring-webflow-issues,SearchCriteria,8
spring-webflow-issues,HotelLazyDataModel,5
spring-webflow-issues,MainEntityController,2
spring-webflow-issues,MyListener,19
spring-webflow-issues,PhoneModel,4
spring-webflow-issues,House,4
spring-webflow-issues,Window,2
spring-webflow-issues,HouseForm,1
spring-webflow-issues,HouseServiceImpl,2
spring-webflow-issues,FileUploadBean,1
spring-webflow-issues,ResourceImpl,50
spring-webflow-issues,CustomMvcViewFactoryCreator,1
spring-webflow-issues,ElementBean,4
spring-webflow-issues,HighLevelBean,3
spring-webflow-issues,EvaluateExpressionAction,1
spring-webflow-issues,DateBean,1
spring-webflow-issues,FacesHelper,1
spring-webflow-issues,MyOutputLabel,7
spring-webflow-issues,BirthNumberInputComponent,13
spring-webflow-issues,UserDetailPanelComponent,9
spring-webflow-issues,BirthNumberConverter,7
spring-webflow-issues,BirthNumber,19
spring-webflow-issues,Client,28
spring-webflow-issues,User,18
spring-webflow-issues,BirthNumberValidator,1
spring-webflow-issues,ClientService,9
spring-webflow-issues,UserCreateBean,18
spring-webflow-issues,UserListBean,9
spring-tenancy,TenancyCallable,3
spring-tenancy,DefaultTenancyContext,12
spring-tenancy,TenancyContextHolder,7
spring-tenancy,ThreadLocalTenancyContextHolderStrategy,5
spring-tenancy,AbstractDatabaseSwitchingDataSource,13
spring-tenancy,AbstractDatabaseSwitchingDataSource,13
spring-tenancy,TenantAwareDataSource,3
spring-tenancy,ThreadlocalDatabaseSwitchingDataSource,3
spring-tenancy,DefaultTenant,12
spring-tenancy,DefaultTenantProvider,1
spring-tenancy,HeaderTenantIdentificationStrategy,2
spring-tenancy,TenancyContextIntegrationFilter,6
spring-tenancy,UrlTenantIdentifcationStrategy,3
spring-webflow-samples,DataAccessConfig,3
spring-webflow-samples,DispatcherServletInitializer,5
spring-webflow-samples,SecurityConfig,2
spring-webflow-samples,WebFlowConfig,3
spring-webflow-samples,WebMvcConfig,4
spring-webflow-samples,JpaBookingService,15
spring-webflow-samples,ReferenceData,10
spring-webflow-samples,Booking,37
spring-webflow-samples,SearchCriteria,7
spring-webflow-samples,Hotel,18
spring-webflow-samples,User,9
spring-webflow-samples,HotelLazyDataModel,11
spring-webflow-samples,DataAccessConfig,3
spring-webflow-samples,DispatcherServletInitializer,4
spring-webflow-samples,SecurityConfig,2
spring-webflow-samples,WebFlowConfig,5
spring-webflow-samples,WebMvcConfig,10
spring-webflow-samples,BookingDateRangeValidator,5
spring-webflow-samples,BookingFlowHandler,3
spring-webflow-samples,HotelsController,6
spring-webflow-samples,JpaBookingService,12
spring-webflow-samples,SearchCriteria,6
spring-webflow-samples,Hotel,18
spring-webflow-samples,Booking,34
spring-webflow-samples,User,9
spring-webflow-samples,Booking,32
spring-webflow-samples,Hotel,18
spring-webflow-samples,JpaBookingService,12
spring-webflow-samples,ReferenceData,10
spring-webflow-samples,SearchCriteria,10
spring-webflow-samples,User,9
spring-webflow-samples,ViewFlowHandler,1
spring-webflow-samples,Booking,29
spring-webflow-samples,BookingDateRangeValidator,5
spring-webflow-samples,BookingValidator,10
spring-webflow-samples,Hotel,18
spring-webflow-samples,JpaBookingService,12
spring-webflow-samples,SearchCriteria,9
spring-webflow-samples,User,9
spring-webflow-samples,ViewFlowHandler,1
spring-webflow-samples,UserBean,9
spring-webflow-samples,FormBean,4
spring-webflow-samples,Person,3
spring-webflow-samples,PersonConverter,6
spring-webflow-samples,PersonService,5
spring-webflow-samples,FacesHelper,1
spring-webflow-samples,ModalAction,1
spring-webflow-samples,CurrentTimeBean,1
spring-webflow-samples,FileUploadController,1
spring-webflow-samples,Account,6
spring-webflow-samples,Reservation,16
spring-flex,JsonConfigMapPropertyEditor,3
spring-flex,JsonConfigMapParser,12
spring-flex,FlexConfigurationManager,11
spring-flex,FlexConfigurationManager,11
spring-flex,FlexConfigurationManager,11
spring-flex,RuntimeEnvironment,17
spring-flex,FlexConfigurationManager,11
spring-flex,RemotingAnnotationPostProcessor,15
spring-flex,RemotingDestinationMetadata,9
spring-flex,RemotingDestinationMetadata,9
spring-flex,RemotingDestinationMetadata,9
spring-flex,ParsingUtils,21
spring-flex,ParsingUtils,21
spring-flex,JmsMessageDestinationBeanDefinitionParser,3
spring-flex,SpringSecurityConfigResolver,3
spring-flex,MessageBrokerBeanDefinitionParser,71
spring-flex,SpringSecurity3ConfigHelper,12
spring-flex,AbstractMessageDestinationBeanDefinitionParser,2
spring-flex,FlexNamespaceHandler,1
spring-flex,IntegrationMessageDestinationBeanDefinitionParser,1
spring-flex,MessageDestinationBeanDefinitionParser,1
spring-flex,MessageInterceptors,2
spring-flex,RemotingDestinationBeanDefinitionDecorator,3
spring-flex,RemotingDestinationBeanDefinitionParser,3
spring-flex,RemotingDestinationExporterBeanDefinitionFactory,3
spring-flex,ClassPathScanningAmfConversionServiceConfigProcessor,27
spring-flex,AbstractAmfConversionServiceConfigProcessor,11
spring-flex,SpringPropertyProxy,26
spring-flex,SpringPropertyProxy,26
spring-flex,PropertyProxyUtils,13
spring-flex,ClassPathScanningAmfConversionServiceConfigProcessor,27
spring-flex,NumberConverter,5
spring-flex,AbstractServiceConfigProcessor,10
spring-flex,CommonsLoggingTarget,16
spring-flex,MessageBrokerFactoryBean,43
spring-flex,MessageBrokerFactoryBean,43
spring-flex,DefaultExceptionLogger,2
spring-flex,AbstractDestinationFactory,20
spring-flex,ExceptionTranslationAdvice,10
spring-flex,MessageInterceptionAdvice,9
spring-flex,EndpointConfigProcessor,10
spring-flex,AbstractServiceConfigProcessor,10
spring-flex,EndpointServiceMessagePointcutAdvisor,4
spring-flex,LoginCommandConfigProcessor,4
spring-flex,ManageableComponentFactoryBean,6
spring-flex,MessageProcessingContext,3
spring-flex,AmfView,15
spring-flex,AmfHttpMessageConverter,20
spring-flex,IntegrationAdapter,32
spring-flex,FlexHeaders,2
spring-flex,JmsAdapter,30
spring-flex,FlexMessageConverter,12
spring-flex,MessageTemplate,17
spring-flex,SubscribeEvent,3
spring-flex,UnsubscribeEvent,3
spring-flex,MessageDestinationFactory,33
spring-flex,MessageServiceConfigProcessor,12
spring-flex,MessageTemplate,17
spring-flex,RemotingDestinationExporter,25
spring-flex,RemotingServiceConfigProcessor,8
spring-flex,RemotingDestinationExporter,25
spring-flex,PerClientAuthenticationInterceptor,3
spring-flex,FlexSessionAwareSessionAuthenticationStrategy,6
spring-flex,AntPathRequestMatcher,16
spring-flex,SpringSecurityLoginCommand,37
spring-flex,SecurityConfigurationPostProcessor,23
spring-flex,AntPathRequestMatcher,16
spring-flex,AuthenticationResultUtils,2
spring-flex,LoginMessageInterceptor,6
spring-flex,FlexAuthenticationEntryPoint,8
spring-flex,EndpointSecurityMetadataSource,10
spring-flex,EndpointInterceptor,13
spring-flex,AntPathRequestMatcher,16
spring-flex,SecurityConfigurationPostProcessor,23
spring-flex,SecurityExceptionTranslator,4
spring-flex,MessageBrokerHandlerAdapter,12
spring-flex,HibernateSerializationConfigPostProcessor,17
spring-flex,HibernateConfigProcessor,16
spring-flex,JpaHibernateConfigProcessor,3
spring-flex,HibernateProxyConverter,5
spring-flex,PersistentCollectionConverterFactory,3
spring-flex,HibernateSerializationConfigPostProcessor,17
spring-flex,HibernateConfigProcessor,16
spring-flex,JpaHibernateConfigProcessor,3
spring-flex,HibernateProxyConverter,5
spring-flex,PersistentCollectionConverterFactory,3
spring-flex,Company,17
spring-flex,CompanyDAO,9
spring-flex,Contact,19
spring-flex,ContactDAO,9
spring-flex,Industry,5
spring-flex,IndustryDAO,9
spring-flex,Counter,6
spring-flex,JMSChat,7
spring-flex,MarketFeed,9
spring-flex,MarketFeed,9
spring-flex,Stock,16
spring-flex,Product,16
spring-flex,ProductDAO,18
spring-flex,ContactsController,7
spring-flex,HandlerAdapterPostProcessor,3
spring-flex,Security3Helper,1
spring-flex,SimpleFeed,4
spring-flex,SimpleFeed,4
spring-flex,DatabaseInitializer,16
spring-flex,LoggingExceptionTranslator,2
spring-flex,Company,17
spring-flex,CompanyDAO,9
spring-flex,Contact,19
spring-flex,ContactDAO,9
spring-flex,Industry,5
spring-flex,IndustryDAO,9
spring-flex,Counter,6
spring-flex,JMSChat,7
spring-flex,MarketFeed,9
spring-flex,MarketFeed,9
spring-flex,Stock,16
spring-flex,Product,16
spring-flex,ProductDAO,18
spring-flex,ContactsController,7
spring-flex,HandlerAdapterPostProcessor,3
spring-flex,Security3Helper,1
spring-flex,SimpleFeed,4
spring-flex,SimpleFeed,4
spring-flex,DatabaseInitializer,16
spring-flex,LoggingExceptionTranslator,2
spring-data-jpa,QueryByExamplePredicateBuilder,22
spring-data-jpa,QueryByExamplePredicateBuilder,22
spring-data-jpa,Jsr310JpaConverters,0
spring-data-jpa,Jsr310JpaConverters,0
spring-data-jpa,Jsr310JpaConverters,0
spring-data-jpa,Jsr310JpaConverters,0
spring-data-jpa,Jsr310JpaConverters,0
spring-data-jpa,ThreeTenBackPortJpaConverters,0
spring-data-jpa,ThreeTenBackPortJpaConverters,0
spring-data-jpa,ThreeTenBackPortJpaConverters,0
spring-data-jpa,ThreeTenBackPortJpaConverters,0
spring-data-jpa,ThreeTenBackPortJpaConverters,0
spring-data-jpa,AbstractAuditable,12
spring-data-jpa,AbstractPersistable,11
spring-data-jpa,JpaSort,18
spring-data-jpa,JpaSort,18
spring-data-jpa,JpaSort,18
spring-data-jpa,Specifications,7
spring-data-jpa,Specifications,7
spring-data-jpa,Specifications,7
spring-data-jpa,Specifications,7
spring-data-jpa,AuditingBeanFactoryPostProcessor,2
spring-data-jpa,AuditingEntityListener,5
spring-data-jpa,JpaMetamodelMappingContext,7
spring-data-jpa,JpaPersistentEntityImpl,7
spring-data-jpa,JpaPersistentEntityImpl,7
spring-data-jpa,JpaPersistentPropertyImpl,30
spring-data-jpa,HibernateUtils,4
spring-data-jpa,JpaClassUtils,5
spring-data-jpa,PersistenceProvider,35
spring-data-jpa,PersistenceProvider,35
spring-data-jpa,PersistenceProvider,35
spring-data-jpa,PersistenceProvider,35
spring-data-jpa,JpaRepositoryBean,2
spring-data-jpa,JpaRepositoryExtension,9
spring-data-jpa,AuditingBeanDefinitionParser,2
spring-data-jpa,AuditingBeanDefinitionParser,2
spring-data-jpa,JpaAuditingRegistrar,9
spring-data-jpa,JpaMetamodelMappingContextFactoryBean,5
spring-data-jpa,JpaRepositoriesRegistrar,2
spring-data-jpa,JpaRepositoryConfigExtension,15
spring-data-jpa,JpaRepositoryNameSpaceHandler,1
spring-data-jpa,EntityGraph,0
spring-data-jpa,AbstractJpaQuery,23
spring-data-jpa,AbstractJpaQuery,23
spring-data-jpa,AbstractStringBasedJpaQuery,13
spring-data-jpa,CriteriaQueryParameterBinder,4
spring-data-jpa,DefaultJpaEntityMetadata,4
spring-data-jpa,ExpressionBasedStringQuery,7
spring-data-jpa,InvalidJpaQueryMethodException,1
spring-data-jpa,Jpa21Utils,13
spring-data-jpa,JpaCountQueryCreator,4
spring-data-jpa,JpaEntityGraph,9
spring-data-jpa,JpaParameters,4
spring-data-jpa,JpaParameters,4
spring-data-jpa,JpaQueryCreator,12
spring-data-jpa,JpaQueryCreator,12
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryExecution,11
spring-data-jpa,JpaQueryFactory,6
spring-data-jpa,JpaQueryLookupStrategy,6
spring-data-jpa,JpaQueryLookupStrategy,6
spring-data-jpa,JpaQueryLookupStrategy,6
spring-data-jpa,JpaQueryLookupStrategy,6
spring-data-jpa,JpaQueryLookupStrategy,6
spring-data-jpa,JpaQueryMethod,39
spring-data-jpa,JpaResultConverters,1
spring-data-jpa,JpaResultConverters,1
spring-data-jpa,NamedQuery,13
spring-data-jpa,NativeJpaQuery,5
spring-data-jpa,ParameterBinder,20
spring-data-jpa,ParameterMetadataProvider,11
spring-data-jpa,ParameterMetadataProvider,11
spring-data-jpa,PartTreeJpaQuery,6
spring-data-jpa,PartTreeJpaQuery,6
spring-data-jpa,PartTreeJpaQuery,6
spring-data-jpa,QueryUtils,74
spring-data-jpa,SimpleJpaQuery,7
spring-data-jpa,SpelExpressionStringQueryParameterBinder,15
spring-data-jpa,StoredProcedureAttributeSource,27
spring-data-jpa,StoredProcedureAttributes,8
spring-data-jpa,StoredProcedureJpaQuery,18
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQuery,11
spring-data-jpa,StringQueryParameterBinder,5
spring-data-jpa,CrudMethodMetadataPostProcessor,4
spring-data-jpa,CrudMethodMetadataPostProcessor,4
spring-data-jpa,CrudMethodMetadataPostProcessor,4
spring-data-jpa,CrudMethodMetadataPostProcessor,4
spring-data-jpa,DefaultJpaContext,4
spring-data-jpa,EntityManagerBeanDefinitionRegistrarPostProcessor,2
