PROJECT,CLASS,COUPLING
spring-roo,ConfigurableMetadataProviderImpl,12
spring-roo,CreatorCommands,9
spring-roo,CreatorOperationsImpl,17
spring-roo,DataOnDemandAnnotationValues,5
spring-roo,DataOnDemandCommands,9
spring-roo,DataOnDemandMetadata,22
spring-roo,DataOnDemandMetadataProviderImpl,33
spring-roo,DataOnDemandOperationsImpl,18
spring-roo,EmbeddedHolder,2
spring-roo,EmbeddedIdHolder,2
spring-roo,DataOnDemandAnnotationValuesTest,3
spring-roo,DtoAnnotationValues,4
spring-roo,DtoCommands,30
spring-roo,DtoFieldCreatorProvider,34
spring-roo,DtoMetadata,9
spring-roo,DtoMetadataProviderImpl,18
spring-roo,DtoOperationsImpl,29
spring-roo,EntityProjectionAnnotationValues,5
spring-roo,EntityProjectionMetadata,9
spring-roo,EntityProjectionMetadataProviderImpl,18
spring-roo,FieldCommands,39
spring-roo,FinderMethod,3
spring-roo,Direction,2
spring-roo,FinderParameter,2
spring-roo,Part,9
spring-roo,Order,4
spring-roo,OrderBySource,5
spring-roo,PartTree,11
spring-roo,Subject,5
spring-roo,Type,3
spring-roo,OrPart,3
spring-roo,Predicate,8
spring-roo,PartTreeUnitTest,8
spring-roo,DynamicFinderServicesImpl,15
spring-roo,FieldToken,4
spring-roo,FinderAnnotationValues,4
spring-roo,FinderCommands,31
spring-roo,FinderFieldTokenMissingException,0
spring-roo,FinderMetadata,10
spring-roo,FinderMetadataProviderImpl,27
spring-roo,FinderOperationsImpl,29
spring-roo,InvalidFinderException,0
spring-roo,QueryHolder,3
spring-roo,ReservedToken,2
spring-roo,ReservedTokenHolder,1
spring-roo,EqualsAnnotationValues,4
spring-roo,EqualsCommands,15
spring-roo,EqualsMetadata,11
spring-roo,EqualsMetadataProviderImpl,20
spring-roo,EqualsOperationsImpl,14
spring-roo,ExcludeFieldsConverter,5
spring-roo,JavaBeanAnnotationValues,4
spring-roo,JavaBeanMetadata,17
spring-roo,JavaBeanMetadataProvider,22
spring-roo,SerializableMetadataProviderImpl,12
spring-roo,ToStringAnnotationValues,4
spring-roo,ToStringMetadata,11
spring-roo,ToStringMetadataProvider,19
spring-roo,SerializableMetadata,8
spring-roo,JavaBeanAnnotationValuesTest,3
spring-roo,SerializableMetadataTest,10
spring-roo,EmbeddableFieldCreatorProvider,42
spring-roo,IdentifierStrategy,1
spring-roo,JpaEntityAnnotationValues,5
spring-roo,JpaEntityMetadata,23
spring-roo,JpaEntityMetadataProviderImpl,25
spring-roo,JpaFieldCreatorProvider,42
spring-roo,JpaEntityAnnotationValuesTest,3
spring-roo,Identifier,3
spring-roo,IdentifierAnnotationValues,4
spring-roo,IdentifierMetadata,18
spring-roo,IdentifierMetadataProviderImpl,20
spring-roo,IdentifierAnnotationValuesTest,3
spring-roo,JpaEntityResource,28
spring-roo,JpaResource,31
spring-roo,AbstractIdentifierServiceAwareMetadataProvider,6
spring-roo,DatabaseDotComOperationsImpl,10
spring-roo,GaeOperationsImpl,10
spring-roo,JdbcDatabase,1
spring-roo,JpaCommands,31
spring-roo,JpaOperationsImpl,30
spring-roo,OrmProvider,1
spring-roo,JpaOperationsImplTest,10
spring-roo,CustomFinderMethod,2
spring-roo,RepositoryJpaAnnotationValues,5
spring-roo,RepositoryJpaCommands,25
spring-roo,RepositoryJpaCustomAnnotationValues,5
spring-roo,RepositoryJpaCustomImplAnnotationValues,5
spring-roo,RepositoryJpaCustomImplMetadata,15
spring-roo,RepositoryJpaCustomImplMetadataProviderImpl,35
spring-roo,RepositoryJpaCustomMetadata,12
spring-roo,RepositoryJpaCustomMetadataProviderImpl,25
spring-roo,RepositoryJpaLocatorImpl,8
spring-roo,RepositoryJpaMetadata,12
spring-roo,RepositoryJpaMetadataProviderImpl,23
spring-roo,RepositoryJpaOperationsImpl,32
spring-roo,RepositoryJpaLayerMethod,6
spring-roo,RepositoryJpaLayerProvider,16
spring-roo,RepositoryJpaAnnotationValuesTest,3
spring-roo,RepositoryJpaLayerProviderTest,11
spring-roo,RepositoryLayerMethodTest,4
spring-roo,ServiceAnnotationValues,5
spring-roo,ServiceCommands,25
spring-roo,ServiceImplAnnotationValues,5
spring-roo,ServiceImplMetadata,16
spring-roo,ServiceImplMetadataProviderImpl,26
spring-roo,ServiceMetadata,11
spring-roo,ServiceMetadataProviderImpl,28
spring-roo,ServiceOperationsImpl,20
spring-roo,OsCommands,8
spring-roo,OsOperationsImpl,7
spring-roo,PluralAnnotationValues,4
spring-roo,PluralMetadata,11
spring-roo,PluralMetadataProviderImpl,13
spring-roo,PluralAnnotationValuesTest,3
spring-roo,PropFileCommands,15
spring-roo,PropFileOperationsImpl,7
spring-roo,PushInCommands,25
spring-roo,PushInOperationsImpl,29
spring-roo,AuditAnnotationValues,4
spring-roo,AuditCommands,18
spring-roo,AuditMetadata,13
spring-roo,AuditMetadataProviderImpl,16
spring-roo,AuditOperationsImpl,25
spring-roo,SecurityCommands,15
spring-roo,SecurityConfigurationAnnotationValues,4
spring-roo,SecurityMetadata,10
spring-roo,SecurityMetadataProviderImpl,16
spring-roo,SecurityOperationsImpl,23
spring-roo,IntegrationTestAnnotationValues,5
spring-roo,IntegrationTestCommands,10
spring-roo,IntegrationTestMetadata,19
spring-roo,IntegrationTestMetadataProviderImpl,33
spring-roo,IntegrationTestOperationsImpl,20
spring-roo,IntegrationTestAnnotationValuesTest,3
spring-roo,UnitTestAnnotationValues,5
spring-roo,UnitTestCommands,10
spring-roo,UnitTestMetadata,21
spring-roo,UnitTestMetadataProviderImpl,21
spring-roo,UnitTestOperationsImpl,20
spring-roo,WebMvcConfigurationMetadata,12
spring-roo,WebMvcConfigurationMetadataProviderImpl,19
spring-roo,WebMvcJSONConfigurationMetadata,15
spring-roo,WebMvcJSONConfigurationMetadataProviderImpl,19
spring-roo,DateTimeFormatDetails,1
spring-roo,FinderMetadataDetails,3
spring-roo,JavaTypeMetadataDetails,3
spring-roo,JavaTypeMetadataDetailsTest,3
spring-roo,JavaTypePersistenceMetadataDetails,4
spring-roo,WebMetadataServiceImpl,36
spring-roo,SearchAnnotationValues,4
spring-roo,WebFinderCommands,27
spring-roo,WebFinderMetadata,22
spring-roo,WebFinderMetadataProviderImpl,23
spring-roo,WebFinderOperationsImpl,26
spring-roo,ControllerCommands,32
spring-roo,ControllerDetailInfo,1
spring-roo,ControllerMVCServiceImpl,18
spring-roo,ControllerMetadata,18
spring-roo,ControllerMetadataProviderImpl,28
spring-roo,ControllerOperationsImpl,38
spring-roo,DetailAnnotationValues,4
spring-roo,JSONMVCResponseService,18
spring-roo,JSONMetadata,8
spring-roo,JSONMetadataProviderImpl,41
spring-roo,WebScaffoldAnnotationValues,6
spring-roo,WebScaffoldAnnotationValuesTest,3
spring-roo,WebScaffoldMetadata,28
spring-roo,WebScaffoldMetadataProviderImpl,29
spring-roo,EmbeddedServerProvider,10
spring-roo,ControllerType,2
spring-roo,AbstractLanguage,1
spring-roo,I18nComponent,6
spring-roo,I18nConverter,9
spring-roo,EnglishLanguage,3
spring-roo,SpanishLanguage,3
spring-roo,I18nCommands,20
spring-roo,I18nOperationsImpl,30
spring-roo,ThymeleafMVCViewResponseService,26
spring-roo,ThymeleafMainControllerMetadata,9
spring-roo,ThymeleafMainControllerMetadataProviderImpl,29
spring-roo,ThymeleafMetadata,9
spring-roo,ThymeleafMetadataProviderImpl,40
spring-roo,ThymeleafViewGenerator,9
spring-roo,WebMvcThymeleafUIConfigurationMetadata,12
spring-roo,WebMvcThymeleafUIConfigurationMetadataProviderImpl,19
spring-roo,FieldItem,0
spring-roo,MenuEntry,0
spring-roo,AbstractViewGenerationService,26
spring-roo,AbstractViewGeneratorMetadataProvider,28
spring-roo,ViewCommands,23
spring-roo,ViewContext,0
spring-roo,ViewOperationsImpl,13
spring-roo,AbstractFreeMarkerViewGenerationService,10
spring-roo,ApplicationConfigServiceImpl,11
spring-roo,ApplicationConfigServiceImplTest,3
spring-roo,AutoProcessor,5
spring-roo,Main,6
spring-roo,CustomDataKeys,4
spring-roo,AnnotatedTypeMatcher,5
spring-roo,ConstructorMatcher,7
spring-roo,CustomDataKeyDecoratorImpl,20
spring-roo,CustomDataKeyDecoratorTracker,7
spring-roo,FieldMatcher,8
spring-roo,MethodMatcher,11
spring-roo,MidTypeMatcher,4
spring-roo,InvocableMemberMetadataCustomDataKey,6
spring-roo,FieldMetadataCustomDataKey,5
spring-roo,ConstructorMetadataCustomDataKey,2
spring-roo,MemberHoldingTypeDetailsCustomDataKey,2
spring-roo,IdentifiableJavaStructureCustomDataKey,2
spring-roo,IdentifiableAnnotatedJavaStructureCustomDataKey,3
spring-roo,MethodMetadataCustomDataKey,2
spring-roo,ArrayAttributeValue,4
spring-roo,ClassAttributeValue,3
spring-roo,DoubleAttributeValue,2
spring-roo,NestedAnnotationAttributeValue,3
spring-roo,AbstractAnnotationAttributeValue,4
spring-roo,AnnotationMetadataBuilder,9
spring-roo,EnumAttributeValue,3
spring-roo,AnnotatedJavaType,3
spring-roo,BooleanAttributeValue,2
spring-roo,CharAttributeValue,2
spring-roo,LongAttributeValue,2
spring-roo,DefaultAnnotationMetadata,7
spring-roo,StringAttributeValue,2
spring-roo,AnnotatedJavaTypeTest,3
spring-roo,AnnotationMetadataBuilderTest,3
spring-roo,BooleanAttributeValueTest,1
spring-roo,CharAttributeValueTest,1
spring-roo,IntegerAttributeValue,2
spring-roo,IntegerAttributeValueTest,1
spring-roo,LongAttributeValueTest,1
spring-roo,AbstractAnnotationValues,5
spring-roo,AutoPopulationUtils,15
spring-roo,AnnotationValuesTestCase,4
spring-roo,CommentFormatter,1
spring-roo,BlockComment,1
spring-roo,CommentStructure,2
spring-roo,JavadocComment,1
spring-roo,LineComment,1
spring-roo,AbstractComment,0
spring-roo,AnnotationMetadataUtils,17
spring-roo,BeanInfoUtils,6
spring-roo,DeclaredFieldAnnotationDetails,2
spring-roo,DeclaredMethodAnnotationDetails,2
spring-roo,DefaultInitializerMetadata,4
spring-roo,DefaultPhysicalTypeDetails,4
spring-roo,InitializerMetadataBuilder,5
spring-roo,MemberFindingUtils,14
spring-roo,AbstractMemberHoldingTypeDetails,11
spring-roo,FieldDetails,4
spring-roo,DefaultConstructorMetadata,8
spring-roo,ItdTypeDetailsBuilder,17
spring-roo,ClassOrInterfaceTypeDetailsBuilder,15
spring-roo,AbstractIdentifiableAnnotatedJavaStructureBuilder,9
spring-roo,AbstractIdentifiableAnnotatedJavaStructureProvider,7
spring-roo,DefaultMethodMetadata,8
spring-roo,ImportMetadataBuilder,6
spring-roo,AbstractMemberHoldingTypeDetailsBuilderTest,11
spring-roo,AbstractInvocableMemberMetadataBuilder,9
spring-roo,DefaultItdTypeDetails,15
spring-roo,DefaultPhysicalTypeMetadata,5
spring-roo,MethodMetadataBuilder,8
spring-roo,DefaultImportMetadata,8
spring-roo,DefaultClassOrInterfaceTypeDetails,13
spring-roo,DefaultFieldMetadata,8
spring-roo,AbstractMemberHoldingTypeDetailsBuilder,15
spring-roo,FieldMetadataBuilder,11
spring-roo,ConstructorMetadataBuilder,3
spring-roo,AbstractIdentifiableJavaStructureBuilder,3
spring-roo,AbstractIdentifiableJavaStructureProvider,3
spring-roo,AbstractInvocableMemberMetadata,8
spring-roo,DefaultItdTypeDetailsTest,8
spring-roo,DefaultPhysicalTypeMetadataTest,9
spring-roo,ImportMetadataBuilderTest,3
spring-roo,ItdTypeDetailsTestCase,2
spring-roo,AbstractItdMetadataProvider,25
spring-roo,AbstractMemberDiscoveringItdMetadataProvider,5
spring-roo,ItdFileDeletionService,6
spring-roo,ItdTriggerBasedMetadataProviderTracker,7
spring-roo,AbstractItdTypeDetailsProvidingMetadataItem,19
spring-roo,ItdSourceFileComposer,12
spring-roo,InvocableMemberBodyBuilder,1
spring-roo,FieldResource,18
spring-roo,CoreLayerProvider,1
spring-roo,LayerAdapter,1
spring-roo,LayerServiceImpl,9
spring-roo,LayerType,0
spring-roo,LayerTypeMatcher,10
spring-roo,Priority,0
spring-roo,MethodParameter,5
spring-roo,MemberTypeAdditions,9
spring-roo,MemberTypeAdditionsTest,3
spring-roo,BooleanField,4
spring-roo,DateField,7
spring-roo,EmbeddedField,4
spring-roo,EnumField,6
spring-roo,ListField,5
spring-roo,NumericField,5
spring-roo,StringField,5
spring-roo,StringOrNumericField,5
spring-roo,UploadedFileContentType,1
spring-roo,UploadedFileField,5
spring-roo,SetField,9
spring-roo,ReferenceField,8
spring-roo,CollectionField,5
spring-roo,AbstractOperations,7
spring-roo,Cardinality,1
spring-roo,Cascade,1
spring-roo,ClasspathCommands,14
spring-roo,DateTime,2
spring-roo,EnumType,1
spring-roo,Fetch,1
spring-roo,HintCommands,7
spring-roo,HintOperationsImpl,8
spring-roo,InheritanceType,1
spring-roo,ClasspathOperationsImpl,23
spring-roo,ClasspathOperationsImplTest,6
spring-roo,PersistenceMemberLocatorImpl,13
spring-roo,ApplicationModuleFeature,13
spring-roo,DefaultPhysicalTypeMetadataProvider,26
spring-roo,ItdDiscoveryServiceImpl,6
spring-roo,MetadataCommands,16
spring-roo,TypeCacheImpl,6
spring-roo,TypeManagementServiceImpl,17
spring-roo,TypeLocationServiceImpl,28
spring-roo,PhysicalTypeIdentifier,2
spring-roo,PhysicalTypeIdentifierNamingUtils,2
spring-roo,PhysicalTypeIdentifierNamingUtilsTest,3
spring-roo,PhysicalTypeIdentifierTest,2
spring-roo,TypeLocationServiceImplTest,1
spring-roo,MemberDetailsBuilder,18
spring-roo,MemberDetailsScannerImpl,17
spring-roo,MemberDetailsImpl,10
spring-roo,JavaParserAnnotationMetadataBuilder,49
spring-roo,JavaParserConstructorMetadataBuilder,26
spring-roo,JavaParserFieldMetadataBuilder,30
spring-roo,JavaParserMethodMetadataBuilder,28
spring-roo,JavaParserClassOrInterfaceTypeDetailsBuilder,42
spring-roo,JavaParserCommentMetadataBuilder,10
spring-roo,JavaParserTypeResolutionService,7
spring-roo,UpdateCompilationUnitUtils,38
spring-roo,JavaParserUtils,36
spring-roo,JavaParserTypeParsingService,38
spring-roo,JavaParserTypeParsingServiceTest,9
spring-roo,NewUpdateCompilationUnitTest,15
spring-roo,UpdateCompilationUnitTest,16
spring-roo,BigDecimalConverter,3
spring-roo,BigIntegerConverter,3
spring-roo,BooleanConverter,3
spring-roo,BundleSymbolicNameConverter,13
spring-roo,CharacterConverter,3
spring-roo,ConstructorFieldsConverter,5
spring-roo,DateConverter,3
spring-roo,DoubleConverter,3
spring-roo,FileConverter,3
spring-roo,FileConverterComponent,9
spring-roo,FloatConverter,3
spring-roo,HintConverter,7
spring-roo,IntegerConverter,3
spring-roo,JavaSymbolNameConverter,7
spring-roo,LastUsedImpl,15
spring-roo,LocaleConverter,4
spring-roo,LogicalPathConverter,9
spring-roo,LongConverter,3
spring-roo,PathConverter,7
spring-roo,ShortConverter,3
spring-roo,StringConverter,3
spring-roo,JavaTypeConverter,16
spring-roo,PomConverter,13
spring-roo,JavaPackageConverter,15
spring-roo,PackagingProviderConverterTest,9
spring-roo,EnumConverter,3
spring-roo,EnumConverterTest,5
spring-roo,JavaPackageConverterTest,11
spring-roo,JavaTypeConverterTest,13
spring-roo,PackagingProviderConverter,8
spring-roo,PomConverterTest,8
spring-roo,HelpCommands,15
spring-roo,HelpServiceImpl,19
spring-roo,PgpCommands,14
spring-roo,PgpKeyId,3
spring-roo,PgpKeyIdConverter,8
spring-roo,PgpServiceImpl,22
spring-roo,SignatureDecision,2
spring-roo,BundleSymbolicName,5
spring-roo,FelixDelegator,15
spring-roo,HttpPgpUrlStreamHandlerServiceImpl,9
spring-roo,JdkDelegatingLogListener,7
spring-roo,LogLevel,0
spring-roo,PsOptions,2
spring-roo,FileEvent,3
spring-roo,FileDetails,2
spring-roo,FileDetailsTest,2
spring-roo,FileMonitoringRequest,3
spring-roo,DirectoryMonitoringRequest,3
spring-roo,MonitoringRequest,3
spring-roo,MonitoringRequestEditor,4
spring-roo,MonitoringRequestEditorTest,7
spring-roo,MonitoringRequestTest,4
spring-roo,PollingFileMonitorComponent,5
spring-roo,PollingFileMonitorService,9
spring-roo,CreateDirectory,3
spring-roo,CreateFile,3
spring-roo,DefaultFilenameResolver,1
spring-roo,DefaultUndoManager,8
spring-roo,DeleteDirectory,3
spring-roo,DeleteFile,3
spring-roo,UndoEvent,1
spring-roo,UpdateFile,3
spring-roo,ObrCommands,8
spring-roo,SubsystemCommands,18
spring-roo,MetadataDependencyRegistryTracker,8
spring-roo,AbstractMetadataCache,2
spring-roo,DefaultMetadataDependencyRegistry,7
spring-roo,StandardMetadataTimingStatistic,1
spring-roo,DefaultMetadataDependencyRegistryTest,2
spring-roo,StandardMetadataTimingStatisticTest,2
spring-roo,AbstractHashCodeTrackingMetadataNotifier,9
spring-roo,DefaultMetadataLogger,6
spring-roo,MetadataDependency,0
spring-roo,DefaultMetadataService,15
spring-roo,MetadataIdentificationUtils,2
spring-roo,AbstractMetadataItem,1
spring-roo,DefaultMetadataServiceTest,1
spring-roo,MetadataIdentificationUtilsTest,1
spring-roo,GoogleJavaType,1
spring-roo,HibernateJavaType,1
spring-roo,JavaSymbolNameEditor,2
spring-roo,JpaJavaType,1
spring-roo,Jsr303JavaType,1
spring-roo,RooEnumDetails,1
spring-roo,RooJavaType,1
spring-roo,SpringEnumDetails,1
spring-roo,SpringJavaType,1
spring-roo,CustomDataImpl,2
spring-roo,ImportRegistrationResolverImpl,3
spring-roo,AbstractCustomDataAccessorBuilder,5
spring-roo,JavaSymbolName,3
spring-roo,CustomDataBuilder,3
spring-roo,JavaType,6
spring-roo,ReservedWords,2
spring-roo,JavaPackage,1
spring-roo,EnumDetails,2
spring-roo,JdkJavaType,1
spring-roo,AbstractCustomDataAccessorProvider,2
spring-roo,JavaPackageTest,2
spring-roo,JavaSymbolNameTest,2
spring-roo,JavaTypeTest,2
spring-roo,JdkJavaTypeTest,2
spring-roo,ReservedWordsTest,3
spring-roo,ObrBundle,2
