PROJECT,CLASS,COMPLEXITY
spring-data-jpa,SimpleJpaQuery,7
spring-data-jpa,StoredProcedureAttributeSource,27
spring-data-jpa,StoredProcedureAttributes,8
spring-data-jpa,StringQuery,11
spring-data-jpa,DefaultJpaContext,4
spring-data-jpa,EntityManagerBeanDefinitionRegistrarPostProcessor,2
spring-data-jpa,JpaEntityInformationSupport,4
spring-data-jpa,JpaMetamodelEntityInformation,23
spring-data-jpa,JpaPersistableEntityInformation,3
spring-data-jpa,JpaRepositoryFactory,9
spring-data-jpa,JpaRepositoryFactoryBean,5
spring-data-jpa,QueryDslJpaRepository,16
spring-data-jpa,QueryDslRepositorySupport,10
spring-data-jpa,Querydsl,24
spring-data-jpa,SimpleJpaRepository,79
spring-data-jpa,ClasspathScanningPersistenceUnitPostProcessor,13
spring-data-jpa,MergingPersistenceUnitManager,12
spring-data-jpa,JpaMetamodel,5
spring-data-mongodb,Aggregation,42
spring-data-mongodb,AggregationOptions,13
spring-data-mongodb,ConditionalOperator,26
spring-data-mongodb,ExposedFields,20
spring-data-mongodb,Fields,15
spring-data-mongodb,GeoNearOperation,2
spring-data-mongodb,GroupOperation,28
spring-data-mongodb,IfNullOperator,6
spring-data-mongodb,LookupOperation,5
spring-data-mongodb,ProjectionOperation,15
spring-data-mongodb,SkipOperation,2
spring-data-mongodb,SortOperation,5
spring-data-mongodb,SpelExpressionTransformer,5
spring-data-mongodb,TypeBasedAggregationOperationContext,5
spring-data-mongodb,TypedAggregation,5
spring-data-mongodb,UnwindOperation,10
spring-data-mongodb,Index,23
spring-data-mongodb,IndexField,19
spring-data-mongodb,AbstractMongoEventListener,30
spring-data-mongodb,AfterConvertEvent,2
spring-data-mongodb,AuditingEventListener,3
spring-data-mongodb,ValidatingMongoEventListener,3
spring-data-mongodb,BasicMongoPersistentEntity,27
spring-data-mongodb,BasicMongoPersistentProperty,27
spring-data-mongodb,MongoMappingContext,8
spring-data-mongodb,MongoPersistentProperty,0
spring-data-mongodb,GroupBy,14
spring-data-mongodb,MongoDbUtils,27
spring-data-mongodb,Criteria,89
spring-data-mongodb,Field,16
spring-data-mongodb,Order,2
spring-data-mongodb,Query,45
spring-data-mongodb,Update,39
spring-data-mongodb,ExpressionNode,22
se-db4o,CommonConfigurer,35
se-db4o,FileConfigurer,19
se-db4o,ClientConfigurationFactoryBean,16
se-db4o,DiagnosticConfigurer,3
se-db4o,EmbeddedConfigurationFactoryBean,13
se-db4o,EnvironmentConfigurer,3
se-db4o,FreespaceConfigurer,6
se-db4o,IdSystemConfigurer,7
se-db4o,NetworkingConfigurer,7
se-db4o,ObjectClassConfigurer,16
se-db4o,ObjectFieldConfigurer,7
se-db4o,QueryConfigurer,5
se-db4o,ServerConfigurationFactoryBean,16
se-db4o,ResourceStorage,5
se-db4o,Db4oTransactionManager,23
se-db4o,ObjectContainerFactoryBean,26
se-db4o,ObjectServerFactoryBean,14
se-db4o,Db4oTemplate,94
se-db4o,ObjectContainerHolder,2
se-db4o,Db4oDaoSupport,8
spring-bus,ModuleApplication,1
greenhouse,Account,12
greenhouse,JdbcAccountRepository,15
greenhouse,TwitterConnectInterceptor,4
greenhouse,App,5
greenhouse,JdbcAppRepository,14
greenhouse,EventData,10
greenhouse,JdbcEventLoaderRepository,10
greenhouse,NFJSLoader,9
greenhouse,Event,16
greenhouse,EventSession,14
greenhouse,JdbcEventRepository,23
greenhouse,Group,6
greenhouse,Invite,5
greenhouse,Invitee,20
greenhouse,JdbcInviteRepository,10
greenhouse,JdbcProfileRepository,10
greenhouse,SettingsController,3
greenhouse,AccountExposingHandlerInterceptor,5
greenhouse,SignupController,12
greenhouse,WelcomeMailTransformer,1
greenhouse,EmailUtils,2
greenhouse,SlugUtils,2
spring-guice,SpringModule,12
spring-data-rest,HalBrowser,6
spring-data-rest,Profile,10
spring-data-rest,User,0
spring-flex-roo,As3ParserClassMetadata,9
spring-flex-roo,As3ParserMetadataProvider,18
spring-mvc-showcase,CallableController,10
spring-mvc-showcase,DeferredResultController,6
spring-mvc-showcase,ConvertController,7
spring-mvc-showcase,CustomArgumentController,2
spring-mvc-showcase,StandardArgumentsController,7
spring-mvc-showcase,ExceptionController,3
spring-mvc-showcase,FileUploadController,3
spring-mvc-showcase,FormController,6
spring-mvc-showcase,MappingController,10
spring-mvc-showcase,MessageConvertersController,12
spring-mvc-showcase,RedirectController,4
spring-mvc-showcase,ResponseController,5
spring-mvc-showcase,SimpleController,1
spring-mvc-showcase,ValidationController,2
spring-mvc-showcase,ViewsController,4
spring-data-document-examples,Album,14
spring-data-document-examples,Track,10
spring-tuple,TupleFieldExtractor,4
spring-tuple,JsonToTupleTransformer,3
spring-tuple,MapToTupleTransformer,1
spring-tuple,JsonBytesToTupleConverter,4
spring-tuple,DefaultTuple,126
spring-tuple,TupleJsonMarshaller,1
spring-tuple,TuplePropertyAccessor,15
spring-data-solr,CustomConversions,29
spring-data-solr,DateTimeConverters,0
spring-data-solr,MappingSolrConverter,50
spring-data-solr,NumberConverters,0
spring-data-solr,SolrJConverter,12
spring-data-solr,Point,3
spring-data-solr,SimpleSolrPersistentEntity,16
spring-data-solr,SimpleSolrPersistentProperty,45
spring-data-solr,SolrPersistentProperty,0
spring-data-solr,DefaultQueryParser,86
spring-data-solr,QueryParserBase,76
spring-data-solr,QueryParsers,6
spring-data-solr,ResultHelper,62
spring-data-solr,SolrExceptionTranslator,14
spring-data-solr,SolrTemplate,132
spring-data-solr,TermsQueryParser,17
spring-data-solr,Criteria,81
spring-data-solr,Crotch,49
spring-data-solr,CurrencyFunction,7
spring-data-solr,DefaultValueFunction,5
spring-data-solr,DistanceFunction,6
spring-data-solr,DivideFunction,6
spring-data-solr,ExistsFunction,5
spring-data-solr,FacetOptions,34
spring-data-solr,FieldWithQueryParameters,8
spring-data-solr,GeoDistanceFunction,4
spring-data-solr,GeoHashFunction,4
spring-data-solr,HighlightOptions,26
spring-data-solr,IfFunction,6
spring-data-solr,Join,8
spring-data-solr,MaxFunction,11
spring-data-solr,NotFunction,5
spring-data-solr,PartialUpdate,12
spring-data-solr,ProductFunction,6
spring-data-solr,Query,0
spring-data-solr,QueryFunction,5
spring-data-solr,SimpleHighlightQuery,6
spring-data-solr,SimpleQuery,61
spring-data-solr,SimpleStringCriteria,3
spring-data-solr,SpellcheckOptions,43
spring-data-solr,StatsOptions,13
spring-data-solr,TermFrequencyFunction,3
spring-data-solr,DelegatingCursor,30
spring-data-solr,SimpleStatsResult,27
spring-data-solr,DefaultSchemaOperations,25
spring-data-solr,SolrSchemaWriter,11
spring-data-solr,SolrRealtimeGetRequest,6
spring-data-solr,SolrRepositoryConfigExtension,13
spring-data-solr,SolrParameter,5
spring-data-solr,SolrParameters,4
spring-data-solr,SolrParametersParameterAccessor,8
spring-data-solr,SolrQueryCreator,51
spring-data-solr,SolrQueryMethod,97
spring-data-solr,StringBasedSolrQuery,3
spring-data-solr,MappingSolrEntityInformation,5
spring-data-solr,SimpleSolrRepository,42
spring-data-solr,SolrRepositoryFactory,18
spring-data-solr,HttpSolrClientFactory,17
spring-data-solr,MulticoreSolrClientFactory,22
spring-xd-samples,Media,54
spring-xd-samples,Order,25
spring-xd-samples,Product,23
spring-xd-samples,SerializableOrder,4
spring-hateoas,Doc,1
spring-hateoas,Format,1
spring-hateoas,Type,1
spring-hateoas,Hop,4
spring-hateoas,Rels,2
spring-hateoas,Traverson,16
spring-hateoas,AnnotationMappingDiscoverer,16
spring-hateoas,ControllerEntityLinks,9
spring-hateoas,ControllerEntityLinksFactoryBean,9
spring-hateoas,DelegatingEntityLinks,8
spring-hateoas,DelegatingRelProvider,4
spring-hateoas,DummyInvocationUtils,3
spring-hateoas,EmbeddedWrappers,8
spring-hateoas,EvoInflectorRelProvider,1
spring-hateoas,JsonPathLinkDiscoverer,19
spring-hateoas,LinkBuilderSupport,15
spring-hateoas,MethodParameters,12
spring-hateoas,DefaultCurieProvider,11
spring-hateoas,HalEmbeddedBuilder,17
spring-hateoas,HalLinkDiscoverer,1
spring-hateoas,JaxRsLinkBuilder,6
spring-hateoas,JaxRsLinkBuilderFactory,3
spring-hateoas,ControllerLinkBuilder,24
spring-hateoas,ControllerLinkBuilderFactory,14
spring-hateoas,ForwardedHeader,6
spring-hateoas,HeaderLinksResponseEntity,5
spring-hateoas,IdentifiableResourceAssemblerSupport,6
spring-hateoas,ResourceAssemblerSupport,5
spring-hateoas,TypeConstrainedMappingJackson2HttpMessageConverter,4
spring-hateoas,TypeReferences,0
spring-hateoas,IanaRels,3
spring-hateoas,Link,27
spring-hateoas,LinkDiscoverers,3
spring-hateoas,Links,18
spring-hateoas,PagedResources,16
spring-hateoas,Resource,13
spring-hateoas,ResourceSupport,17
spring-hateoas,Resources,15
spring-hateoas,TemplateVariable,17
spring-hateoas,TemplateVariables,21
spring-hateoas,UriTemplate,35
spring-hateoas,VndErrors,12
spring-batch-admin,DetailedJobInfo,9
spring-batch-admin,JobExecutionInfo,18
spring-batch-admin,JobInfo,10
spring-batch-admin,StepExecutionInfo,23
spring-batch-admin,StepExecutionProgress,11
spring-batch-admin,CumulativeHistory,13
spring-batch-admin,StepExecutionHistory,16
spring-batch-admin,JobExecutionInfoResource,29
spring-batch-admin,FileInfoResource,7
spring-batch-admin,JobInstanceInfoResource,5
spring-batch-admin,JobParametersExtractor,3
spring-batch-admin,CompositeApplicationContextFactory,8
spring-batch-admin,JobConfigurationRequest,6
spring-batch-admin,StringToJobLaunchRequestAdapter,3
spring-batch-admin,SimpleStepExecutionMetrics,35
spring-batch-admin,SimpleJobExecutionMetrics,43
spring-batch-admin,BatchMBeanExporter,41
spring-batch-admin,JobLauncherSynchronizer,13
spring-batch-admin,LocalFileService,29
spring-batch-admin,JdbcSearchableJobInstanceDao,3
spring-batch-admin,SimpleJobService,87
spring-batch-admin,JobLocatorStepLocator,12
spring-batch-admin,JdbcSearchableJobExecutionDao,21
spring-batch-admin,JdbcSearchableStepExecutionDao,18
spring-batch-admin,FileInfo,30
spring-batch-admin,ThrottledTaskExecutor,13
spring-batch-admin,JobExecutionController,36
spring-batch-admin,LaunchRequest,4
spring-batch-admin,StepExecutionController,18
spring-batch-admin,FileController,14
spring-batch-admin,BatchJobExecutionsController,28
spring-batch-admin,JobController,18
spring-batch-admin,BatchStepExecutionsController,12
spring-batch-admin,BatchJobInstancesController,5
spring-batch-admin,BatchJobsController,7
spring-batch-admin,TaskSchedulerPoller,29
spring-batch-admin,ParameterUnpackerFilter,16
spring-batch-admin,SessionIdFilter,5
spring-batch-admin,ContentTypeInterceptor,20
spring-batch-admin,HomeController,33
spring-batch-admin,JobConfiguration,4
spring-batch-admin,ExampleItemReader,3
spring-batch-admin,ExampleItemWriter,3
spring-security-oauth,SecurityConfig,3
spring-security-oauth,OAuthCodec,8
spring-security-oauth,CoreOAuthSignatureMethodFactory,28
spring-security-oauth,PlainTextSignatureMethod,9
spring-security-oauth,RSA_SHA1SignatureMethod,19
spring-security-oauth,HMAC_SHA1SignatureMethod,19
spring-security-oauth,ConsumerServiceBeanDefinitionParser,9
spring-security-oauth,CoreOAuthConsumerSupport,117
spring-security-oauth,OAuthConsumerContextFilter,60
spring-security-oauth,HttpSessionOAuthRememberMeServices,6
spring-security-oauth,AccessTokenProcessingFilter,14
spring-security-oauth,ProtectedResourceProcessingFilter,15
spring-security-oauth,UnauthenticatedRequestTokenProcessingFilter,13
spring-security-oauth,UserAuthorizationSuccessfulAuthenticationHandler,15
spring-security-oauth,CoreOAuthProviderSupport,35
spring-security-oauth,UserAuthorizationProcessingFilter,19
spring-security-oauth,InMemoryNonceServices,9
spring-security-oauth,OAuth2ClientAuthenticationProcessingFilter,14
spring-security-oauth,OAuth2ClientContextFilter,17
spring-security-oauth,OAuth2ErrorHandler,23
spring-security-oauth,OAuth2RestTemplate,39
spring-security-oauth,DefaultOAuth2RequestAuthenticator,3
spring-security-oauth,AuthorizationCodeAccessTokenProvider,46
spring-security-oauth,AuthorizationCodeResourceDetails,1
spring-security-oauth,ImplicitAccessTokenProvider,15
spring-security-oauth,ResourceOwnerPasswordAccessTokenProvider,9
spring-security-oauth,JdbcClientTokenServices,12
spring-security-oauth,OAuth2AccessTokenSupport,23
spring-security-oauth,AccessTokenProviderChain,31
spring-security-oauth,OAuth2Exception,29
spring-security-oauth,OAuth2ExceptionJackson2Deserializer,26
spring-security-oauth,OAuth2AccessTokenJackson1Deserializer,11
spring-security-oauth,OAuth2AccessTokenJackson1Serializer,6
spring-security-oauth,OAuth2AccessTokenJackson2Deserializer,14
spring-security-oauth,OAuth2AccessTokenJackson2Serializer,6
spring-security-oauth,ResourceServerConfiguration,21
spring-security-oauth,ResourceBeanDefinitionParser,25
spring-security-oauth,AuthorizationServerBeanDefinitionParser,43
spring-security-oauth,ClientDetailsServiceBeanDefinitionParser,8
spring-security-oauth,ResourceServerBeanDefinitionParser,7
spring-security-oauth,JaxbOAuth2AccessToken,10
spring-security-oauth,JaxbOAuth2AccessTokenMessageConverter,6
spring-security-oauth,JaxbOAuth2Exception,4
spring-security-oauth,JaxbOAuth2ExceptionMessageConverter,3
spring-security-oauth,TokenStoreUserApprovalHandler,16
spring-security-oauth,InMemoryApprovalStore,7
spring-security-oauth,JdbcApprovalStore,24
spring-security-oauth,Approval,27
spring-security-oauth,ApprovalStoreUserApprovalHandler,28
spring-security-oauth,DefaultUserApprovalHandler,6
spring-security-oauth,TokenApprovalStore,7
spring-security-oauth,OAuth2AuthenticationDetails,32
spring-security-oauth,OAuth2AuthenticationManager,17
spring-security-oauth,OAuth2AuthenticationProcessingFilter,22
spring-security-oauth,JdbcClientDetailsService,36
spring-security-oauth,ClientCredentialsTokenEndpointFilter,16
spring-security-oauth,BaseClientDetails,91
spring-security-oauth,ClientDetailsUserDetailsService,6
spring-security-oauth,JdbcAuthorizationCodeServices,9
spring-security-oauth,AuthorizationCodeTokenGranter,10
spring-security-oauth,InMemoryAuthorizationCodeServices,2
spring-security-oauth,TokenKeyEndpoint,5
spring-security-oauth,TokenEndpointAuthenticationFilter,22
spring-security-oauth,AuthorizationEndpoint,73
spring-security-oauth,TokenEndpoint,26
spring-security-oauth,FrameworkEndpointHandlerMapping,19
spring-security-oauth,DefaultRedirectResolver,26
spring-security-oauth,WhitelabelApprovalEndpoint,11
spring-security-oauth,SpelView,6
spring-security-oauth,ExactMatchRedirectResolver,1
spring-security-oauth,WhitelabelErrorEndpoint,2
spring-security-oauth,OAuth2AuthenticationEntryPoint,9
spring-security-oauth,OAuth2AccessDeniedHandler,1
spring-security-oauth,OAuth2SecurityExpressionMethods,16
spring-security-oauth,OAuth2ExpressionParser,4
spring-security-oauth,OAuth2MethodSecurityExpressionHandler,2
spring-security-oauth,OAuth2WebSecurityExpressionHandler,2
spring-security-oauth,InMemoryImplicitGrantService,2
spring-security-oauth,ResourceOwnerPasswordTokenGranter,7
spring-security-oauth,OAuth2Request,50
spring-security-oauth,AuthorizationRequest,45
spring-security-oauth,OAuth2Authentication,23
spring-security-oauth,TokenRequest,8
spring-security-oauth,DefaultOAuth2RequestValidator,7
spring-security-oauth,DefaultTokenServices,62
spring-security-oauth,DefaultUserAuthenticationConverter,12
spring-security-oauth,DefaultAccessTokenConverter,28
spring-security-oauth,JdbcTokenStore,76
spring-security-oauth,InMemoryTokenStore,46
spring-security-oauth,JwtTokenStore,30
spring-security-oauth,JwtAccessTokenConverter,31
spring-security-oauth,RedisTokenStore,50
spring-security-oauth,ClientScopeVoter,15
spring-security-oauth,ScopeVoter,15
spring-security-oauth,Application,2
spring-security-oauth,Application,3
spring-security-oauth,Application,7
spring-security-oauth,Application,10
