PROJECT,CLASS,COUPLING
aws-maven,StandardTransferListenerSupport,6
aws-maven,TransferProgressFileInputStream,2
aws-maven,TransferProgressFileOutputStream,2
spring-roo,DataOnDemandAnnotationValues,5
spring-roo,Direction,2
spring-roo,OrPart,3
spring-roo,NaturalOrderComparator,1
spring-roo,PartTree,11
spring-roo,Subject,5
spring-roo-community-addons,GwtType,8
spring-roo,Predicate,8
spring-roo,PartTreeUnitTest,8
spring-roo,JavaBeanAnnotationValues,4
spring-roo,SerializableMetadataProviderImpl,12
spring-roo,SerializableMetadataTest,10
spring-roo,JpaEntityAnnotationValues,5
spring-roo,IdentifierHolder,1
spring-roo,RepositoryJpaOperationsImpl,32
spring-roo,JpaOperationsImplTest,10
spring-roo,RepositoryJpaAnnotationValues,5
spring-roo,RepositoryJpaLayerProvider,16
spring-roo,RepositoryJpaLayerProviderTest,11
spring-roo,RepositoryLayerMethodTest,4
spring-roo,PluralAnnotationValues,4
spring-roo,IntegrationTestAnnotationValues,5
spring-roo-community-addons,SolrWebSearchAnnotationValues,3
spring-roo,ApplicationConfigServiceImpl,11
spring-roo,JavaParserAnnotationMetadataBuilder,49
spring-roo,AnnotatedJavaType,3
spring-roo,BooleanAttributeValue,2
spring-roo,CharAttributeValue,2
spring-roo,LongAttributeValue,2
spring-roo,AnnotatedJavaTypeTest,3
spring-roo,AnnotationMetadataBuilderTest,3
spring-roo,BooleanAttributeValueTest,1
spring-roo,IntegerAttributeValue,2
spring-roo,AbstractMemberHoldingTypeDetails,11
spring-roo,ImportMetadataBuilder,6
spring-roo,AbstractMemberHoldingTypeDetailsBuilderTest,11
spring-roo,DefaultItdTypeDetails,15
spring-roo,DefaultPhysicalTypeMetadata,5
spring-roo,AbstractMemberHoldingTypeDetailsBuilder,15
spring-roo,DefaultPhysicalTypeMetadataTest,9
spring-roo,MemberTypeAdditions,9
spring-roo,MemberTypeAdditionsTest,3
spring-roo,DateFieldPersistenceType,0
spring-roo,ClasspathOperationsImpl,23
spring-roo,TypeLocationServiceImpl,28
spring-roo,PhysicalTypeIdentifier,2
spring-roo,PhysicalTypeIdentifierNamingUtils,2
spring-roo,PhysicalTypeIdentifierNamingUtilsTest,3
spring-roo,PhysicalTypeIdentifierTest,2
spring-roo,TypeLocationServiceImplTest,1
spring-roo,JavaParserTypeParsingService,38
spring-roo,JavaParserTypeParsingServiceTest,9
spring-roo,NewUpdateCompilationUnitTest,15
spring-roo,UpdateCompilationUnitTest,16
spring-roo,JavaTypeConverter,16
spring-roo,PomConverter,13
spring-roo,JavaPackageConverter,15
spring-roo,PackagingProviderConverterTest,9
spring-roo,EnumConverterComponent,3
spring-roo,EnumConverterTest,5
spring-roo,JavaPackageConverterTest,11
spring-roo,JavaTypeConverterTest,13
spring-roo,PackagingProviderConverter,8
spring-roo,PomConverterTest,8
spring-roo,FileDetails,2
spring-roo,MonitoringRequestEditor,4
spring-roo,MonitoringRequestEditorTest,7
spring-roo,MonitoringRequestTest,4
spring-roo,DefaultMetadataDependencyRegistry,7
spring-roo,StandardMetadataTimingStatistic,1
spring-roo,StandardMetadataTimingStatisticTest,2
spring-roo,DefaultMetadataService,15
spring-roo,MetadataIdentificationUtils,2
spring-roo,MetadataIdentificationUtilsTest,1
spring-roo,JavaSymbolNameConverter,7
spring-roo-community-addons,GwtJavaType,1
spring-roo,ReservedWords,2
spring-roo,JavaPackage,1
spring-roo,JdkJavaType,1
spring-roo,JavaPackageTest,2
spring-roo,JavaSymbolNameTest,2
spring-roo,AnnotatedJavaTypeTest,6
spring-roo,ReservedWordsTest,3
spring-roo,Parent,0
spring-roo,PomManagementServiceImpl,19
spring-roo-community-addons,ScaffoldModule-template,8
spring-roo,ModuleTest,2
spring-roo,PomTest,8
spring-roo,JarPackaging,7
spring-roo,PomPackaging,7
spring-roo,JarPackagingTest,2
spring-roo,PackagingProviderRegistryTest,6
spring-roo,PomPackagingTest,2
spring-roo-community-addons,GoogleAuthenticationFilter-template,17
spring-roo,MavenOperationsImpl,28
spring-roo-community-addons,GwtProxyProperty,7
spring-roo,DefaultPathResolvingStrategy,14
spring-roo-community-addons,TemplateResourceLoader,5
spring-roo-community-addons,RepositoryMongoMetadataProvider,1
spring-roo,MavenPathResolvingStrategy,10
spring-roo,Dependency,9
spring-roo,PomManagementServiceImplTest,16
spring-roo,DefaultConfigurationLocator,6
spring-roo,ProcessManagerHostedExecutionStrategy,8
spring-roo,Plugin,9
spring-roo,MavenUtils,0
spring-roo,RepositoryTest,6
spring-roo,ProjectMetadataProvider,9
spring-roo-community-addons,GwtPath,1
spring-roo,DependencyType,3
spring-roo,LogicalPathConverter,9
spring-roo,GAV,1
spring-roo,DefaultPathResolvingStrategyTest,9
spring-roo,DependencyTest,7
spring-roo,DependencyTypeTest,1
spring-roo,ExecutionTest,9
spring-roo,GAVTest,2
spring-roo,LogicalPathTest,3
spring-roo,MavenOperationsImplTest,12
spring-roo,MavenPathResolvingStrategyTest,8
spring-roo,MavenUtilsTest,1
spring-roo-community-addons,GwtPathTest,2
spring-roo,PluginTest,9
spring-roo,ProjectMetadataTest,3
spring-roo,ProjectSettingsServiceImpl,14
spring-roo,SimpleParserComponent,9
spring-roo,AbstractShellStatusPublisher,5
spring-roo,Completion,2
spring-roo,MethodTarget,2
spring-roo,CliOptionContext,0
spring-roo,CliOptionContextTest,1
spring-roo,MethodTargetTest,2
spring-roo,SimpleParserTest,3
spring-roo,OSGiUtils,6
spring-roo,DatabaseXmlUtils,16
spring-roo,DomUtils,8
spring-roo,FileUtils,3
spring-roo,WebXmlUtils,11
spring-roo,AnsiEscapeCode,1
spring-roo,CollectionUtils,4
spring-roo,PairList,5
spring-data-book,JpaCustomerRepository,7
spring-data-book,GemfireCustomerRepository,7
spring-data-book,ProductRowMapper,3
spring-data-book,OrderRepository,4
spring-data-book,Product,2
spring-data-book,ApplicationConfig,3
spring-data-book,QueryDslCustomerRepository,29
spring-data-book,CustomerRepository,4
spring-data-book,MongoDbCustomerRepository,8
spring-data-book,ProductFieldSetMapper,4
spring-boot,SpringApplicationAdminMXBeanRegistrar,14
spring-boot,AnsiBackground,0
spring-boot,AnsiColor,0
spring-boot,AnsiColors,3
spring-boot,AnsiOutput,2
spring-boot,AnsiPropertySource,12
spring-boot,AnsiStyle,0
spring-boot,DefaultPropertyNamePatternsMatcher,3
spring-boot,PropertiesConfigurationFactory,21
spring-boot,PatternPropertyNamePatternsMatcher,1
spring-boot,PropertyOrigin,3
spring-boot,PropertySourcesBinder,8
spring-boot,PropertySourcesPropertyValues,17
spring-boot,RelaxedDataBinder,28
spring-boot,RelaxedNames,2
spring-boot,RelaxedPropertyResolver,5
spring-boot,YamlConfigurationFactory,14
spring-boot,SpringApplicationBuilder,15
spring-boot,CloudFoundryVcapEnvironmentPostProcessor,8
spring-boot,OnCloudPlatformCondition,9
spring-boot,AnsiOutputApplicationListener,6
spring-boot,ConfigFileApplicationListener,36
spring-boot,DelegatingApplicationContextInitializer,9
spring-boot,DelegatingApplicationListener,8
spring-boot,RandomValuePropertySource,6
spring-boot,JettyEmbeddedServletContainer,12
spring-boot,JettyEmbeddedServletContainerFactory,56
spring-boot,AnnotationConfigEmbeddedWebApplicationContext,7
spring-boot,Compression,0
spring-boot,XmlEmbeddedWebApplicationContext,5
spring-boot,JspServlet,0
spring-boot,MimeMappings,2
spring-boot,PortInUseException,1
spring-boot,SampleTomcatSslApplication,1
spring-boot,XmlEmbeddedWebApplicationContextTests,5
spring-boot,TomcatEmbeddedServletContainerFactory,39
spring-boot,TomcatEmbeddedServletContainerFactoryTests,36
spring-boot,FileSessionPersistence,5
spring-boot,UndertowEmbeddedServletContainerFactory,38
spring-boot,UndertowEmbeddedServletContainerFactoryTests,21
spring-boot,ConfigurationWarningsApplicationContextInitializer,15
spring-boot,ContextIdApplicationContextInitializer,5
spring-boot,FileEncodingApplicationListener,6
spring-boot,TestTypeExcludeFilter,3
spring-boot,ConfigurationPropertiesBindingPostProcessor,48
spring-boot,BeanCurrentlyInCreationFailureAnalyzer,10
spring-boot,BeanNotOfRequiredTypeFailureAnalyzer,4
spring-boot,BindFailureAnalyzer,4
spring-boot,NoUniqueBeanDefinitionFailureAnalyzer,10
spring-boot,ValidationExceptionFailureAnalyzer,4
spring-boot,FailureAnalyzers,7
spring-boot,PropertiesPropertySourceLoader,5
spring-boot,PropertySourcesLoader,9
spring-boot,SpringApplicationJsonEnvironmentPostProcessor,10
spring-boot,YamlPropertySourceLoader,9
spring-boot,BuildProperties,1
spring-boot,GitProperties,2
spring-boot,ProjectInfoProperties,6
spring-boot,JsonComponentModule,13
spring-boot,JsonObjectDeserializer,12
spring-boot,JsonObjectSerializer,6
spring-boot,DatabaseDriver,1
spring-boot,BasicJsonParser,1
spring-boot,GsonJsonParser,6
spring-boot,JacksonJsonParser,6
spring-boot,JsonJsonParser,5
spring-boot,JsonSimpleJsonParser,1
spring-boot,YamlJsonParser,1
spring-boot,AtomikosConnectionFactoryBean,5
spring-boot,AtomikosDataSourceBean,5
spring-boot,AtomikosDependsOnBeanFactoryPostProcessor,4
spring-boot,AtomikosProperties,2
spring-boot,AtomikosXAConnectionFactoryWrapper,4
spring-boot,AtomikosXADataSourceWrapper,2
spring-boot,BitronixDependentBeanFactoryPostProcessor,3
spring-boot,BitronixXAConnectionFactoryWrapper,4
spring-boot,BitronixXADataSourceWrapper,2
spring-boot,PoolingConnectionFactoryBean,12
spring-boot,PoolingDataSourceBean,8
spring-boot,DataSourceXAResourceRecoveryHelper,2
spring-boot,NarayanaBeanFactoryPostProcessor,3
spring-boot,NarayanaConfigurationBean,3
spring-boot,NarayanaDataSourceBean,1
spring-boot,NarayanaRecoveryManagerBean,8
spring-boot,NarayanaXAConnectionFactoryWrapper,10
spring-boot,NarayanaXADataSourceWrapper,7
spring-boot,CommonsLoggingLiquibaseLogger,3
spring-boot,LiquibaseServiceLocatorApplicationListener,5
spring-boot,SpringPackageScanClassResolver,9
spring-boot,JavaLoggingSystem,9
spring-boot,ColorConverter,10
spring-boot,ExtendedWhitespaceThrowablePatternConverter,6
spring-boot,Log4J2LoggingSystem,24
spring-boot,WhitespaceThrowablePatternConverter,5
spring-boot,ExtendedWhitespaceThrowableProxyConverter,2
spring-boot,LevelRemappingAppender,11
spring-boot,LogbackLoggingSystem,23
spring-boot,SpringBootJoranConfigurator,4
spring-boot,WhitespaceThrowableProxyConverter,2
spring-boot,DeferredLog,4
spring-boot,LogFile,3
spring-boot,LoggerConfiguration,2
spring-boot,LoggerConfigurationComparator,1
spring-boot,ClasspathLoggingApplicationListener,6
spring-boot,LoggingSystemProperties,3
spring-boot,SpringPhysicalNamingStrategy,4
spring-boot,SampleHypermediaApplicationHomePageTests,10
spring-boot,ApplicationPid,2
spring-boot,ApplicationTemp,3
spring-boot,BeanDefinitionLoader,18
spring-boot,DefaultApplicationArguments,3
spring-boot,ExitCodeGenerators,2
spring-boot,ImageBanner,9
spring-boot,ResourceBanner,7
spring-boot,SpringApplicationAdminJmxAutoConfiguration,10
spring-boot,SpringBootVersion,0
spring-boot,ApplicationPidFileWriter,12
spring-boot,EmbeddedServerPortFileWriter,5
spring-boot,SystemProperties,1
spring-boot,ConcurrentReferenceCachingMetadataReaderFactory,6
spring-boot,RestTemplateBuilder,16
spring-boot,RootUriTemplateHandler,3
spring-boot,DelegatingFilterProxyRegistrationBean,8
spring-boot,ErrorPageFilter,19
spring-boot,FilterRegistrationBean,3
spring-boot,MultipartConfigFactory,1
spring-boot,ServletListenerRegistrationBean,4
spring-boot,ServletComponentScanRegistrar,7
spring-boot,ServletContextInitializerBeans,26
spring-boot,ServletListenerRegistrationBeanTests,9
spring-boot,ServletRegistrationBean,7
spring-boot,WebFilterHandler,7
spring-boot,WebListenerHandler,4
spring-boot,WebServletHandler,7
spring-boot,ErrorPageFilterIntegrationTests,31
spring-boot,ServletContextApplicationContextInitializer,5
spring-boot,SpringBootServletInitializer,13
spring-boot,SpringProfileDocumentMatcher,6
spring-boot,SpringApplicationLauncher,0
spring-boot,ResourceMatcher,6
spring-boot,GrabCommand,8
spring-boot,HazelcastJpaDependencyAutoConfiguration,9
spring-boot,InitCommand,12
spring-boot,InitializrServiceMetadata,9
spring-boot,InitializrServiceMetadataTests,5
spring-boot,ProjectGenerationRequest,5
spring-boot,ServiceCapabilitiesReportGenerator,4
spring-boot,GroovyGrabDependencyResolver,3
spring-boot,GrapeEngineInstaller,1
spring-boot,CommandRunner,7
spring-boot,OptionParsingCommand,4
spring-boot,RunCommand,12
spring-boot,SpringApplicationRunnerConfiguration,1
spring-boot,EscapeAwareWhiteSpaceArgumentDelimiter,3
spring-boot,ShellPrompts,0
spring-boot,TestCommand,8
spring-boot,DelegateTestRunner,2
spring-boot,CompositeDependencyManagement,3
spring-boot,HazelcastJpaDependencyAutoConfigurationTests,8
spring-boot,SpringBootDependenciesDependencyManagement,3
spring-boot,AetherGrapeEngineFactory,14
spring-boot,DependencyResolutionContext,5
spring-boot,DetailedProgressReporter,5
spring-boot,GrapeRootRepositorySystemSessionAutoConfiguration,5
spring-boot,AbstractRepositoryConfigurationSourceSupport,14
spring-boot,SettingsXmlRepositorySystemSessionAutoConfiguration,4
spring-boot,DependencyCustomizer,9
spring-boot,ExtendedGroovyClassLoader,13
spring-boot,GenericBomAstTransformation,20
spring-boot,RepositoryConfigurationFactory,6
spring-boot,ResolveDependencyCoordinatesTransformation,8
spring-boot,SampleActuatorLog4J2Application,1
spring-boot,ResourceUtils,6
spring-boot,SampleGroovyTemplateApplication,8
spring-boot,DevToolsProperties,5
spring-boot,LocalDevToolsAutoConfiguration,23
spring-boot,OptionalLiveReloadServer,2
spring-boot,RemoteDevToolsAutoConfiguration,28
spring-boot,TriggerFileFilter,0
spring-boot,ClassPathChangedEvent,2
spring-boot,ClassPathFileChangeListener,7
spring-boot,ClassPathFileSystemWatcher,8
spring-boot,PatternClassPathRestartStrategy,3
spring-boot,DevToolsHomePropertiesPostProcessor,5
spring-boot,ChangedFiles,2
spring-boot,FileSnapshot,1
spring-boot,FileSystemWatcher,3
spring-boot,FolderSnapshot,4
spring-boot,LocalHostWebConnectionHtmlUnitDriver,4
spring-boot,ConnectionInputStream,1
spring-boot,ConnectionOutputStream,1
spring-boot,Frame,4
spring-boot,LiveReloadServer,2
spring-boot,RemoteUrlPropertyExtractor,6
spring-boot,ClassPathChangeUploader,14
spring-boot,DelayedLiveReloadTrigger,6
spring-boot,HttpHeaderInterceptor,5
spring-boot,LocalDebugPortAvailableCondition,7
spring-boot,RemoteClientConfiguration,36
spring-boot,AccessManager,2
spring-boot,DispatcherServletAutoConfiguration,31
spring-boot,DispatcherFilter,14
spring-boot,HttpHeaderAccessManager,2
spring-boot,HttpStatusHandler,4
spring-boot,UrlHandlerMapper,4
spring-boot,ClassLoaderFile,2
spring-boot,ClassLoaderFiles,5
spring-boot,RestartClassLoader,9
spring-boot,ChangeableUrls,3
spring-boot,DefaultRestartInitializer,2
spring-boot,MainMethod,1
spring-boot,OnInitializedRestarterCondition,8
spring-boot,RestartApplicationListener,11
spring-boot,RestartInitializer,2
spring-boot,RestartScopeInitializer,7
spring-boot,Restarter,16
spring-boot,SilentExitExceptionHandler,2
spring-boot,DefaultSourceFolderUrlFilter,2
spring-boot,HttpRestartServer,6
spring-boot,HttpRestartServerHandler,4
spring-boot,RestartServer,5
spring-boot,DevToolsSettings,1
spring-boot,HttpTunnelConnection,12
spring-boot,TunnelClient,6
spring-boot,HttpTunnelPayload,8
spring-boot,HttpTunnelPayloadForwarder,1
spring-boot,HttpTunnelServer,16
spring-boot,HttpTunnelServerHandler,4
spring-boot,SocketTargetServerConnection,4
spring-boot,StaticPortProvider,1
spring-boot,SpringApplicationBuilderExample,1
spring-boot,TomcatLegacyCookieProcessorExample,8
spring-boot,SpockTestRestTemplateExample,8
spring-boot,HelloWebSecurityApplication,3
spring-boot,Consumer,2
spring-boot,SampleActuatorApplication,3
spring-boot,ServiceProperties,2
spring-boot,SampleActuatorLog4J2ApplicationTests,7
spring-boot,SampleActuatorNoWebApplication,1
spring-boot,SampleActuatorUiApplication,6
spring-boot,Sender,3
spring-boot,SampleAntApplication,2
spring-boot,SampleAopApplication,4
spring-boot,Message,1
spring-boot,SampleAtmosphereApplication,11
spring-boot,SampleBatchApplication,15
spring-boot,Country,1
spring-boot,SampleCacheApplication,3
spring-boot,SampleCassandraApplication,4
spring-boot,SampleCouchbaseApplication,6
spring-boot,User,3
spring-boot,SampleElasticsearchApplication,4
spring-boot,SampleDataGemFireApplication,17
spring-boot,City,4
spring-boot,Hotel,9
spring-boot,SampleDataJpaApplication,1
spring-boot,SampleMongoApplication,4
spring-boot,SampleNeo4jApplication,4
spring-boot,SampleRedisApplication,6
spring-boot,SampleDataRestApplication,1
spring-boot,Product,4
spring-boot,SampleSolrApplication,4
spring-boot,SampleFlywayApplication,5
spring-boot,SampleHateoasApplication,1
spring-boot,SampleHibernate4Application,1
spring-boot,SampleHibernate52Application,1
spring-boot,SampleHypermediaApplication,1
spring-boot,SampleHypermediaGsonApplication,1
spring-boot,SampleHypermediaJpaApplication,1
spring-boot,SampleHypermediaUiApplication,1
spring-boot,SampleIntegrationApplication,13
spring-boot,ReverseWebSocketEndpoint,3
spring-boot,SampleJerseyApplication,3
spring-boot,HelloWorldService,2
spring-boot,SampleJersey1Application,8
spring-boot,SampleJettyApplication,1
spring-boot,SampleJettySslApplication,1
spring-boot,SampleJetty8Application,1
spring-boot,SampleJetty8SslApplication,1
spring-boot,SampleJetty92Application,1
spring-boot,SampleJooqApplication,1
spring-boot,Note,5
spring-boot,Tag,5
spring-boot,SampleJpaApplication,1
spring-boot,AccountService,5
spring-boot,Messages,2
spring-boot,SampleAtomikosApplication,5
spring-boot,SampleBitronixApplication,5
spring-boot,SampleNarayanaApplication,5
spring-boot,SampleLiquibaseApplication,1
spring-boot,SampleLogbackApplication,2
spring-boot,SampleDropwizardMetricsApplication,1
spring-boot,SampleOpenTsdbExportApplication,8
spring-boot,SampleRedisExportApplication,10
spring-boot,SampleProfileApplication,4
spring-boot,SamplePropertyValidationApplication,6
spring-boot,SampleSecureApplicationTests,15
spring-boot,SampleSecureOAuth2Application,6
spring-boot,SampleSecureOAuth2ResourceApplication,4
spring-boot,SampleServletApplication,9
spring-boot,SampleSessionRedisApplication,1
spring-boot,ExitException,1
spring-boot,SampleSimpleApplication,5
spring-boot,UserRepository,3
spring-boot,SampleTestNGApplication,6
spring-boot,SampleTomcatApplication,6
spring-boot,SampleTomcatTwoConnectorsApplication,7
spring-boot,SampleTomcatSslApplicationTests,7
spring-boot,WebConfig,10
spring-boot,SampleTraditionalApplication,1
spring-boot,SampleUndertowApplication,1
spring-boot,SampleUndertowSslApplication,1
spring-boot,SampleWebFreeMarkerApplication,1
spring-boot,MessageController,14
spring-boot,MessageRepository,1
spring-boot,SampleGroovyTemplateApplicationTests,10
spring-boot,SampleWebJspApplicationTests,7
spring-boot,SampleMethodSecurityApplication,13
spring-boot,SampleWebMustacheApplication,1
spring-boot,SampleWebSecureCustomApplication,11
spring-boot,SampleWebSecureJdbcApplication,12
spring-boot,SampleWebStaticApplication,3
spring-boot,SampleWebThymeleaf3Application,8
spring-boot,SampleWebUiApplication,8
spring-boot,Location,2
spring-boot,Snake,4
spring-boot,SnakeTimer,2
spring-boot,SampleSpringXmlApplication,3
spring-boot,TestTypeExcludeFilterTests,5
spring-boot,ConfigFileApplicationContextInitializer,6
spring-boot,ImportsContextCustomizer,23
spring-boot,ImportsContextCustomizerFactory,5
spring-boot,SpringBootConfigurationFinder,3
spring-boot,SpringBootContextLoader,20
spring-boot,SpringBootTestContextCustomizerFactory,5
spring-boot,SpringBootTestContextBootstrapper,12
spring-boot,BasicJsonTester,5
spring-boot,GsonTester,9
spring-boot,JacksonTester,10
spring-boot,JsonContent,4
spring-boot,JsonContentAssert,23
spring-boot,ObjectContentAssert,6
spring-boot,ObjectContentAssertTests,6
spring-boot,SpyDefinition,8
spring-boot,DefinitionsParser,6
spring-boot,MockDefinition,11
spring-boot,MockReset,7
spring-boot,MockitoContextCustomizer,7
spring-boot,MockitoContextCustomizerFactory,5
spring-boot,MockitoPostProcessor,29
spring-boot,MockitoTestExecutionListener,8
spring-boot,QualifierDefinition,5
spring-boot,ResetMocksTestExecutionListener,9
spring-boot,SpyDefinitionTests,8
spring-boot,SpringBootMockServletContext,3
spring-boot,ApplicationContextTestUtils,2
spring-boot,EnvironmentTestUtils,4
spring-boot,LocalHostUriTemplateHandler,3
spring-boot,MockServerRestTemplateCustomizer,6
spring-boot,RootUriRequestExpectationManager,17
spring-boot,TestRestTemplate,32
spring-boot,LocalHostWebClient,3
spring-boot,LocalHostWebConnectionHtmlUnitDriverTests,8
spring-boot,FilterAnnotations,9
spring-boot,TypeExcludeFiltersContextCustomizerFactory,6
spring-boot,TypeExcludeFiltersContextCustomizerFactoryTests,14
spring-boot,TestDatabaseAutoConfiguration,26
spring-boot,TestEntityManager,5
spring-boot,OverrideAutoConfigurationContextCustomizerFactory,9
spring-boot,SpringBootDependencyInjectionTestExecutionListener,8
spring-boot,AnnotationsPropertySource,6
spring-boot,PropertyMappingContextCustomizerFactory,5
spring-boot,PropertyMappingContextCustomizerFactoryTests,14
spring-boot,RestDocsAutoConfiguration,14
spring-boot,WebMvcTypeExcludeFilter,8
spring-boot,ConfigurationMetadataRepositoryJsonBuilder,10
spring-boot,Deprecation,0
spring-boot,DescriptionExtractor,1
spring-boot,Hints,2
spring-boot,JsonReader,12
spring-boot,Tree,4
spring-boot,ConfigurationMetadataGroup,2
spring-boot,JsonMarshaller,13
spring-boot,ConfigurationMetadataAnnotationProcessor,10
spring-boot,BuildInfoContributor,5
spring-boot,ExplodedArchive,6
spring-boot,JarFileArchive,9
spring-boot,ByteArrayRandomAccessData,4
spring-boot,RandomAccessDataFile,6
spring-boot,AsciiBytes,3
spring-boot,Bytes,3
spring-boot,CentralDirectoryParser,7
spring-boot,SnakeWebSocketHandler,7
spring-boot,JarEntryFilter,1
spring-boot,JarFile,17
spring-boot,JarURLConnection,6
spring-boot,LaunchedURLClassLoader,2
spring-boot,JobLauncherCommandLineRunner,20
spring-boot,PropertiesLauncher,10
spring-boot,WarLauncher,3
spring-boot,SystemPropertyUtils,0
spring-boot,DefaultLaunchScript,2
spring-boot,FileUtils,1
spring-boot,JvmUtils,0
spring-boot,Layouts,7
spring-boot,ArtifactsLibraries,7
spring-boot,MainClassFinder,12
spring-boot,Repackager,11
spring-boot,ArtifactsLibrariesTests,11
spring-boot,AbstractDependencyFilterMojo,9
spring-boot,ExcludeFilterContextCustomizerFactory,4
spring-boot,IncludeFilter,4
spring-boot,PropertiesMergingResourceTransformer,2
spring-boot,RunArguments,0
Spring-Integration-in-Action,FlightStatusNotificationPublisher,1
Spring-Integration-in-Action,PaypalPayment,1
Spring-Integration-in-Action,FlightDelayEvent,1
Spring-Integration-in-Action,PassengerProfileEnricher,5
Spring-Integration-in-Action,PassengerProfileEnricherTest,4
Spring-Integration-in-Action,FlightScheduler,1
Spring-Integration-in-Action,FlightNotification,3
Spring-Integration-in-Action,TripNotification,1
Spring-Integration-in-Action,Leg,4
Spring-Integration-in-Action,TripRepository,2
Spring-Integration-in-Action,Booking,0
Spring-Integration-in-Action,Ingredient,6
Spring-Integration-in-Action,Product,2
Spring-Integration-in-Action,Recipe,7
Spring-Integration-in-Action,Meal,2
Spring-Integration-in-Action,Cook,10
Spring-Integration-in-Action,ChangeFileNameGenerator,3
Spring-Integration-in-Action,EditableText,1
spring-plugin,OrderAwarePluginRegistry,6
spring-plugin,SimplePluginRegistry,8
spring-plugin,BeanListFactoryBean,4
spring-plugin,SimplePluginMetadata,1
spring-webflow-issues,Booking,16
spring-webflow-issues,Hotel,6
spring-webflow-samples,Booking,14
spring-webflow-samples,Hotel,6
spring-webflow-samples,BookingService,4
spring-webflow-samples,BookingValidator,3
spring-flex,JsonConfigMapPropertyEditor,0
spring-flex,FlexConfigurationManager,21
spring-flex,RuntimeEnvironment,0
spring-flex,RemotingAnnotationPostProcessor,11
spring-flex,JmsMessageDestinationBeanDefinitionParser,5
spring-flex,MessageBrokerBeanDefinitionParser,13
spring-flex,IntegrationMessageDestinationBeanDefinitionParser,5
spring-flex,MessageDestinationBeanDefinitionParser,4
spring-flex,MessageInterceptors,0
spring-flex,RemotingDestinationBeanDefinitionDecorator,6
spring-flex,RemotingDestinationBeanDefinitionParser,5
spring-flex,ClassPathScanningAmfConversionServiceConfigProcessor,12
spring-flex,SpringPropertyProxy,12
spring-flex,MessageBrokerFactoryBean,22
spring-flex,ExceptionTranslationAdvice,5
spring-flex,MessageInterceptionAdvice,7
spring-flex,EndpointConfigProcessor,9
spring-flex,ManageableComponentFactoryBean,6
spring-flex,AmfView,8
spring-flex,AmfHttpMessageConverter,16
spring-flex,JmsAdapter,21
spring-flex,FlexMessageConverter,9
spring-flex,MessageTemplate,10
spring-flex,MessageDestinationFactory,9
spring-flex,MessageServiceConfigProcessor,8
spring-flex,RemotingDestinationExporter,14
spring-flex,RemotingServiceConfigProcessor,7
spring-flex,SpringSecurityLoginCommand,17
spring-flex,LoginMessageInterceptor,4
spring-flex,FlexAuthenticationEntryPoint,16
spring-flex,EndpointSecurityMetadataSource,5
spring-flex,EndpointInterceptor,11
spring-flex,SecurityExceptionTranslator,5
spring-data-jpa,QueryByExamplePredicateBuilder,23
